sample_id,filepath,clean_caption,perturbation_type,model,raw_output,category
441247,/content/drive/MyDrive/VLM_Project_Data/val2017/000000441247.jpg,a room with red circles around it,Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a person standing in front of a building. The person appears to be wearing a backpack, and there is a motorcycle parked nearby. The scene is set in a city environment,",Acknowledged Perturbation
381360,/content/drive/MyDrive/VLM_Project_Data/val2017/000000381360.jpg,a surfer,Diffusion Noise,BLIP-2,A surfer is riding a wave,Other/Irrelevant Description
381360,/content/drive/MyDrive/VLM_Project_Data/val2017/000000381360.jpg,a surfer,Diffusion Noise,LLaVA,"The image is a blurry, pixelated photo of a person riding a skateboard. The skateboarder is in the center of the image, with the skateboard clearly visible beneath them. The photo appears to be a",Acknowledged Perturbation
559547,/content/drive/MyDrive/VLM_Project_Data/val2017/000000559547.jpg,three baseball players with different colored circles,Diffusion Noise,BLIP-2,"The image is a photograph of three baseball players, one of whom is wearing a baseball uniform",Other/Irrelevant Description
559547,/content/drive/MyDrive/VLM_Project_Data/val2017/000000559547.jpg,three baseball players with different colored circles,Diffusion Noise,LLaVA,"The image is a black and white photo of three men standing next to each other. They are all wearing baseball uniforms, which suggests that they might be baseball players. The men are positioned in a way that they are all visible in the",Other/Irrelevant Description
42528,/content/drive/MyDrive/VLM_Project_Data/val2017/000000042528.jpg,a person holding a cell phone and a person sitting on a chair,Diffusion Noise,BLIP-2,This is a picture of a person sitting on a chair,Ignored Perturbation
42528,/content/drive/MyDrive/VLM_Project_Data/val2017/000000042528.jpg,a person holding a cell phone and a person sitting on a chair,Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a person standing in a room. The person appears to be in the center of the photo, and the room seems to be a mix of a kitchen and a living area. The person is",Acknowledged Perturbation
68833,/content/drive/MyDrive/VLM_Project_Data/val2017/000000068833.jpg,a kitchen with a bar stool and a sink,Diffusion Noise,BLIP-2,a kitchen with a table and chairs,Other/Irrelevant Description
68833,/content/drive/MyDrive/VLM_Project_Data/val2017/000000068833.jpg,a kitchen with a bar stool and a sink,Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a kitchen. The kitchen features a sink, a refrigerator, and a dining table. There is also a chair placed near the dining table. The room appears to be",Acknowledged Perturbation
155145,/content/drive/MyDrive/VLM_Project_Data/val2017/000000155145.jpg,a boat on a river with red circles around it,Diffusion Noise,BLIP-2,A boat is on the water,Other/Irrelevant Description
155145,/content/drive/MyDrive/VLM_Project_Data/val2017/000000155145.jpg,a boat on a river with red circles around it,Diffusion Noise,LLaVA,"The image is a blurry, pixelated photo of a boat on the water. The boat is positioned in the middle of the scene, and it appears to be a small fishing boat. The water appears to be choppy, and",Acknowledged Perturbation
532071,/content/drive/MyDrive/VLM_Project_Data/val2017/000000532071.jpg,a bear in a field with a red circle around it,Diffusion Noise,BLIP-2,A bear is standing in a forest,Other/Irrelevant Description
532071,/content/drive/MyDrive/VLM_Project_Data/val2017/000000532071.jpg,a bear in a field with a red circle around it,Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a forest with a tree in the center. The tree appears to be a focal point in the scene, surrounded by a lush green environment. The forest is filled with various trees, creating",Acknowledged Perturbation
50896,/content/drive/MyDrive/VLM_Project_Data/val2017/000000050896.jpg,oranges in a bowl,Diffusion Noise,BLIP-2,A photograph of a bowl of oranges,Ignored Perturbation
50896,/content/drive/MyDrive/VLM_Project_Data/val2017/000000050896.jpg,oranges in a bowl,Diffusion Noise,LLaVA,"The image features a large bowl filled with a variety of doughnuts. The doughnuts are arranged in a visually appealing manner, with some placed closer to the front of the bowl and others positioned further back.",Other/Irrelevant Description
255483,/content/drive/MyDrive/VLM_Project_Data/val2017/000000255483.jpg,a man sitting at a desk with papers and a pen,Diffusion Noise,BLIP-2,The image is a photograph of a man in a chair with a book in his lap,Other/Irrelevant Description
255483,/content/drive/MyDrive/VLM_Project_Data/val2017/000000255483.jpg,a man sitting at a desk with papers and a pen,Diffusion Noise,LLaVA,"The image is a black and white photo of a person, possibly a man, with a square drawn around them. The square is placed in the center of the photo, and it appears to be a close-up of the person. The photo is",Other/Irrelevant Description
246436,/content/drive/MyDrive/VLM_Project_Data/val2017/000000246436.jpg,a man cutting a pizza,Diffusion Noise,BLIP-2,A man is cooking food in a kitchen,Other/Irrelevant Description
246436,/content/drive/MyDrive/VLM_Project_Data/val2017/000000246436.jpg,a man cutting a pizza,Diffusion Noise,LLaVA,"The image is a close-up of a person's hands preparing food in a kitchen. The person is standing in front of a sink, and there is a bowl on the countertop. The hands are focused on the task, and",Other/Irrelevant Description
134882,/content/drive/MyDrive/VLM_Project_Data/val2017/000000134882.jpg,a bed with a book shelf and a laptop,Diffusion Noise,BLIP-2,a bed with a plaid blanket and a book shelf,Ignored Perturbation
134882,/content/drive/MyDrive/VLM_Project_Data/val2017/000000134882.jpg,a bed with a book shelf and a laptop,Diffusion Noise,LLaVA,"The image is a blurry photo of a bedroom, featuring a bed with a black cat sitting on it. The cat is positioned towards the center of the bed. The room also contains a bookshelf with several books on it,",Acknowledged Perturbation
467176,/content/drive/MyDrive/VLM_Project_Data/val2017/000000467176.jpg,a group of people playing a video game,Diffusion Noise,BLIP-2,The image shows a group of people playing a video game,Ignored Perturbation
467176,/content/drive/MyDrive/VLM_Project_Data/val2017/000000467176.jpg,a group of people playing a video game,Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a person standing in front of a building. The person appears to be wearing an orange shirt. The building has a TV mounted on its side, and there are two TVs visible",Acknowledged Perturbation
360325,/content/drive/MyDrive/VLM_Project_Data/val2017/000000360325.jpg,a herd of sheep with red squares around them,Diffusion Noise,BLIP-2,This image is a photograph of a sheep in a field,Other/Irrelevant Description
360325,/content/drive/MyDrive/VLM_Project_Data/val2017/000000360325.jpg,a herd of sheep with red squares around them,Diffusion Noise,LLaVA,"The image features a black and white dog sitting on a grassy field. The dog appears to be looking at the camera, capturing a moment of curiosity. The grassy field provides a natural and comfortable environment for the dog.",Other/Irrelevant Description
489611,/content/drive/MyDrive/VLM_Project_Data/val2017/000000489611.jpg,a child playing a video game,Diffusion Noise,BLIP-2,A young boy playing a video game,Ignored Perturbation
489611,/content/drive/MyDrive/VLM_Project_Data/val2017/000000489611.jpg,a child playing a video game,Diffusion Noise,LLaVA,"The image is a black and white photo of a young boy playing a video game. He is holding a Wii remote in his hand, fully engaged in the game. The boy appears to be enjoying the activity, and the photo captures his",Other/Irrelevant Description
6723,/content/drive/MyDrive/VLM_Project_Data/val2017/000000006723.jpg,a street with red and green arrows on it,Diffusion Noise,BLIP-2,A city street scene,Other/Irrelevant Description
6723,/content/drive/MyDrive/VLM_Project_Data/val2017/000000006723.jpg,a street with red and green arrows on it,Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a city street. The street is lined with buildings on both sides, creating a sense of depth in the scene. There are several cars parked along the street, with some closer to the",Acknowledged Perturbation
334521,/content/drive/MyDrive/VLM_Project_Data/val2017/000000334521.jpg,a giraffe and a bird in a zoo,Diffusion Noise,BLIP-2,This image shows a giraffe in a zoo enclosure,Other/Irrelevant Description
334521,/content/drive/MyDrive/VLM_Project_Data/val2017/000000334521.jpg,a giraffe and a bird in a zoo,Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a forest. The forest is filled with trees, and there are several people scattered throughout the scene. Some of the people are closer to the foreground, while others are further back in the",Acknowledged Perturbation
306700,/content/drive/MyDrive/VLM_Project_Data/val2017/000000306700.jpg,a woman holding a pizza,Diffusion Noise,BLIP-2,A woman is holding a large pizza,Ignored Perturbation
306700,/content/drive/MyDrive/VLM_Project_Data/val2017/000000306700.jpg,a woman holding a pizza,Diffusion Noise,LLaVA,"The image features a woman standing in front of a large pizza. She is holding the pizza in her hands, showcasing its size and delicious appearance. The pizza is placed on a dining table, which occupies a significant",Other/Irrelevant Description
256195,/content/drive/MyDrive/VLM_Project_Data/val2017/000000256195.jpg,a train,Diffusion Noise,BLIP-2,A train on the tracks,Ignored Perturbation
256195,/content/drive/MyDrive/VLM_Project_Data/val2017/000000256195.jpg,a train,Diffusion Noise,LLaVA,"The image features a red and yellow train on a track, with a red and blue train car attached to it. The train appears to be traveling down the tracks, possibly in a city or a rural area. The train occupies a significant portion",Ignored Perturbation
180560,/content/drive/MyDrive/VLM_Project_Data/val2017/000000180560.jpg,a woman with a birthday cake,Diffusion Noise,BLIP-2,a woman is standing in front of a mirror,Other/Irrelevant Description
180560,/content/drive/MyDrive/VLM_Project_Data/val2017/000000180560.jpg,a woman with a birthday cake,Diffusion Noise,LLaVA,"The image is a black and white photo of two people standing next to each other. They appear to be engaged in a conversation, possibly discussing a birthday celebration. The photo is blurry, giving it a somewhat artistic and nost",Acknowledged Perturbation
466125,/content/drive/MyDrive/VLM_Project_Data/val2017/000000466125.jpg,a little girl holding an umbrella,Diffusion Noise,BLIP-2,A woman is holding an umbrella,Other/Irrelevant Description
466125,/content/drive/MyDrive/VLM_Project_Data/val2017/000000466125.jpg,a little girl holding an umbrella,Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a woman holding a cell phone. She is smiling and appears to be enjoying the moment. The woman is the main focus of the image, and her smile is the most prominent feature.",Acknowledged Perturbation
51610,/content/drive/MyDrive/VLM_Project_Data/val2017/000000051610.jpg,a baby sitting in front of a laptop,Diffusion Noise,BLIP-2,a child sitting on a bed with a laptop computer in front of her,Other/Irrelevant Description
51610,/content/drive/MyDrive/VLM_Project_Data/val2017/000000051610.jpg,a baby sitting in front of a laptop,Diffusion Noise,LLaVA,"The image features a person sitting at a desk, working on a laptop. The laptop is placed on the desk, and the person is seated in front of it. The scene is captured in a colorful, pixelated style, giving",Acknowledged Perturbation
496722,/content/drive/MyDrive/VLM_Project_Data/val2017/000000496722.jpg,a red post box,Diffusion Noise,BLIP-2,A post box on a street corner,Other/Irrelevant Description
496722,/content/drive/MyDrive/VLM_Project_Data/val2017/000000496722.jpg,a red post box,Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a street scene. The street is lined with streetlights, and there are several cars parked along the road. The cars are of various sizes and are positioned at different distances",Acknowledged Perturbation
97022,/content/drive/MyDrive/VLM_Project_Data/val2017/000000097022.jpg,a kitchen with a microwave and a dishwasher,Diffusion Noise,BLIP-2,"A kitchen with a refrigerator, stove, and sink",Other/Irrelevant Description
97022,/content/drive/MyDrive/VLM_Project_Data/val2017/000000097022.jpg,a kitchen with a microwave and a dishwasher,Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a kitchen. The kitchen features a sink, a refrigerator, and a microwave. The sink is located on the left side of the kitchen, while the refrigerator",Acknowledged Perturbation
458223,/content/drive/MyDrive/VLM_Project_Data/val2017/000000458223.jpg,a man and a woman walking on a pier,Diffusion Noise,BLIP-2,The image is of a lighthouse on a pier with a person standing on the pier,Other/Irrelevant Description
458223,/content/drive/MyDrive/VLM_Project_Data/val2017/000000458223.jpg,a man and a woman walking on a pier,Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a person laying down on the ground. The person appears to be wearing a backpack, and there is a chair in the background. The scene is set in a desert-like environment",Acknowledged Perturbation
313130,/content/drive/MyDrive/VLM_Project_Data/val2017/000000313130.jpg,a refrigerator and microwave in a kitchen,Diffusion Noise,BLIP-2,A refrigerator and a microwave,Ignored Perturbation
313130,/content/drive/MyDrive/VLM_Project_Data/val2017/000000313130.jpg,a refrigerator and microwave in a kitchen,Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a kitchen featuring a refrigerator and a microwave. The refrigerator is located on the left side of the image, while the microwave is situated on the",Acknowledged Perturbation
479126,/content/drive/MyDrive/VLM_Project_Data/val2017/000000479126.jpg,a woman sitting outside with a laptop,Diffusion Noise,BLIP-2,A woman is sitting on a bench with a laptop,Ignored Perturbation
479126,/content/drive/MyDrive/VLM_Project_Data/val2017/000000479126.jpg,a woman sitting outside with a laptop,Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of two women sitting outside. One woman is sitting on the left side of the image, while the other woman is sitting on the right side. They are both using laptops, with one laptop",Acknowledged Perturbation
74092,/content/drive/MyDrive/VLM_Project_Data/val2017/000000074092.jpg,a woman playing tennis,Diffusion Noise,BLIP-2,A tennis player is about to hit a ball,Other/Irrelevant Description
74092,/content/drive/MyDrive/VLM_Project_Data/val2017/000000074092.jpg,a woman playing tennis,Diffusion Noise,LLaVA,"The image features a person playing a game of baseball. The person is in the middle of a swing, holding a baseball bat and preparing to hit the ball. The scene is captured in a blurry, colorful, and somewhat pixelated",Acknowledged Perturbation
516318,/content/drive/MyDrive/VLM_Project_Data/val2017/000000516318.jpg,a surfer riding a wave,Diffusion Noise,BLIP-2,A man is surfing on a wave,Other/Irrelevant Description
516318,/content/drive/MyDrive/VLM_Project_Data/val2017/000000516318.jpg,a surfer riding a wave,Diffusion Noise,LLaVA,"The image features a person riding a surfboard on a wave in the ocean. The person is positioned in the center of the scene, skillfully navigating the wave. The surfboard is visible beneath the person, and the wave",Other/Irrelevant Description
223789,/content/drive/MyDrive/VLM_Project_Data/val2017/000000223789.jpg,a bathroom sink with red roses on the counter,Diffusion Noise,BLIP-2,A man is lying on the floor in a bathroom,Other/Irrelevant Description
223789,/content/drive/MyDrive/VLM_Project_Data/val2017/000000223789.jpg,a bathroom sink with red roses on the counter,Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a room with a dining table. The table is surrounded by several chairs, with some placed closer to the table and others further away. The chairs are of various sizes and colors,",Acknowledged Perturbation
399764,/content/drive/MyDrive/VLM_Project_Data/val2017/000000399764.jpg,a man holding a cow,Diffusion Noise,BLIP-2,A man is walking a cow,Ignored Perturbation
399764,/content/drive/MyDrive/VLM_Project_Data/val2017/000000399764.jpg,a man holding a cow,Diffusion Noise,LLaVA,"The image features a man standing next to a brown horse. The man is wearing a black vest and appears to be holding the horse's reins. The horse is positioned towards the left side of the image, and the man is standing",Other/Irrelevant Description
378454,/content/drive/MyDrive/VLM_Project_Data/val2017/000000378454.jpg,a man jumping into the air,Diffusion Noise,BLIP-2,The image is of a man on a beach,Other/Irrelevant Description
378454,/content/drive/MyDrive/VLM_Project_Data/val2017/000000378454.jpg,a man jumping into the air,Diffusion Noise,LLaVA,"The image captures a person in mid-air, likely performing a skateboard trick. The skateboarder is the main focus of the scene, with their skateboard visible beneath them. The skateboarder is wearing a",Other/Irrelevant Description
167572,/content/drive/MyDrive/VLM_Project_Data/val2017/000000167572.jpg,a sandwich on a plate,Diffusion Noise,BLIP-2,a person in a red suit,Other/Irrelevant Description
167572,/content/drive/MyDrive/VLM_Project_Data/val2017/000000167572.jpg,a sandwich on a plate,Diffusion Noise,LLaVA,"The image is a close-up of a dish filled with various food items. The dish is placed on a dining table, and it appears to be a mix of vegetables and other foods. The food items are arranged in a",Other/Irrelevant Description
128476,/content/drive/MyDrive/VLM_Project_Data/val2017/000000128476.jpg,a cake,Diffusion Noise,BLIP-2,This image is a mosaic of a series of images taken from different angles,Other/Irrelevant Description
128476,/content/drive/MyDrive/VLM_Project_Data/val2017/000000128476.jpg,a cake,Diffusion Noise,LLaVA,"The image is a close-up of a colorful bouquet of flowers, with a focus on the centerpiece. The bouquet is composed of various types of flowers, creating a vibrant and lively scene. The flowers are arranged",Other/Irrelevant Description
231822,/content/drive/MyDrive/VLM_Project_Data/val2017/000000231822.jpg,a meal,Diffusion Noise,BLIP-2,A plate of food with a drink on it,Other/Irrelevant Description
231822,/content/drive/MyDrive/VLM_Project_Data/val2017/000000231822.jpg,a meal,Diffusion Noise,LLaVA,"The image features a dining table with a variety of food items and drinks. There are two pizzas on the table, one closer to the left side and the other towards the right side. A sandwich is also present on the table",Other/Irrelevant Description
440475,/content/drive/MyDrive/VLM_Project_Data/val2017/000000440475.jpg,a living room with a tv and furniture,Diffusion Noise,BLIP-2,"A living room with a couch, a table, and a television",Other/Irrelevant Description
440475,/content/drive/MyDrive/VLM_Project_Data/val2017/000000440475.jpg,a living room with a tv and furniture,Diffusion Noise,LLaVA,"The image is a close-up of a room with a TV mounted on the wall. The TV is positioned in the center of the room, and there is a chair located in the foreground. The room appears to be a living room or",Other/Irrelevant Description
28285,/content/drive/MyDrive/VLM_Project_Data/val2017/000000028285.jpg,a clock tower with a blue sky,Diffusion Noise,BLIP-2,A clock tower,Ignored Perturbation
28285,/content/drive/MyDrive/VLM_Project_Data/val2017/000000028285.jpg,a clock tower with a blue sky,Diffusion Noise,LLaVA,"The image features a large, ornate building with a clock tower on top. The building has a distinctive dome shape, and it is situated in front of a blue sky. The clock tower is prominently displayed, making the building stand",Other/Irrelevant Description
449406,/content/drive/MyDrive/VLM_Project_Data/val2017/000000449406.jpg,a zebra standing in a field,Diffusion Noise,BLIP-2,A zebra in a field,Ignored Perturbation
449406,/content/drive/MyDrive/VLM_Project_Data/val2017/000000449406.jpg,a zebra standing in a field,Diffusion Noise,LLaVA,"The image features a close-up of a zebra's face, with its distinctive black and white stripes clearly visible. The zebra appears to be looking directly at the camera, capturing the viewer's attention.",Other/Irrelevant Description
468332,/content/drive/MyDrive/VLM_Project_Data/val2017/000000468332.jpg,a man and a child with a red box around them,Diffusion Noise,BLIP-2,The image is a group of people sitting on a bench,Other/Irrelevant Description
468332,/content/drive/MyDrive/VLM_Project_Data/val2017/000000468332.jpg,a man and a child with a red box around them,Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a group of people sitting around a dining table. There are at least five people in the scene, with some sitting closer to the table and others further away. The table is filled with various",Acknowledged Perturbation
580294,/content/drive/MyDrive/VLM_Project_Data/val2017/000000580294.jpg,a woman cooking in a kitchen,Diffusion Noise,BLIP-2,A person is holding a knife,Other/Irrelevant Description
580294,/content/drive/MyDrive/VLM_Project_Data/val2017/000000580294.jpg,a woman cooking in a kitchen,Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a kitchen scene. The kitchen is filled with various appliances and items, creating a lively atmosphere. There is a microwave placed on the counter, and a toaster can be",Acknowledged Perturbation
225184,/content/drive/MyDrive/VLM_Project_Data/val2017/000000225184.jpg,a dog and sheep in a field,Diffusion Noise,BLIP-2,Sheep and dog in a field,Ignored Perturbation
225184,/content/drive/MyDrive/VLM_Project_Data/val2017/000000225184.jpg,a dog and sheep in a field,Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a group of people standing in a field. There are at least five people visible in the scene, with some of them closer to the foreground and others further back. The field appears to",Acknowledged Perturbation
226171,/content/drive/MyDrive/VLM_Project_Data/val2017/000000226171.jpg,"a desk with a computer, mouse, and a cup",Diffusion Noise,BLIP-2,A computer screen with a window in the background,Other/Irrelevant Description
226171,/content/drive/MyDrive/VLM_Project_Data/val2017/000000226171.jpg,"a desk with a computer, mouse, and a cup",Diffusion Noise,LLaVA,"The image features a wooden desk with a computer monitor and a laptop placed on it. The laptop is positioned towards the left side of the desk, while the computer monitor is located more towards the center. 

There are two key",Other/Irrelevant Description
396526,/content/drive/MyDrive/VLM_Project_Data/val2017/000000396526.jpg,a room with a table and chairs in it,Diffusion Noise,BLIP-2,The image is a photograph of a room with a window and a door,Other/Irrelevant Description
396526,/content/drive/MyDrive/VLM_Project_Data/val2017/000000396526.jpg,a room with a table and chairs in it,Diffusion Noise,LLaVA,"The image is a black and white photo of a building with a large window. The building appears to be a house, and the window is located on the side of the building. The photo is a close-up of the window, showcasing",Other/Irrelevant Description
482436,/content/drive/MyDrive/VLM_Project_Data/val2017/000000482436.jpg,a man standing in front of a store,Diffusion Noise,BLIP-2,The image is a photograph of a man standing in front of a window with a red square in the middle of the window,Other/Irrelevant Description
482436,/content/drive/MyDrive/VLM_Project_Data/val2017/000000482436.jpg,a man standing in front of a store,Diffusion Noise,LLaVA,"The image is a blurry photo of a room with a dining table in the center. There are several chairs placed around the table, and a person can be seen sitting at the table. The room also features a couch and a",Acknowledged Perturbation
363666,/content/drive/MyDrive/VLM_Project_Data/val2017/000000363666.jpg,a group of people eating at a table,Diffusion Noise,BLIP-2,The image is a group of people sitting at a table eating food,Ignored Perturbation
363666,/content/drive/MyDrive/VLM_Project_Data/val2017/000000363666.jpg,a group of people eating at a table,Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a dining table filled with various food items. The table is set with multiple plates of food, including pizza and other dishes. There are also several cups and bowls placed",Acknowledged Perturbation
61471,/content/drive/MyDrive/VLM_Project_Data/val2017/000000061471.jpg,a dog sniffing a toilet in a bathroom,Diffusion Noise,BLIP-2,This is a dog in a bathroom,Ignored Perturbation
61471,/content/drive/MyDrive/VLM_Project_Data/val2017/000000061471.jpg,a dog sniffing a toilet in a bathroom,Diffusion Noise,LLaVA,"The image is a close-up of a dog's face, with a focus on its eyes. The dog appears to be looking at something, possibly a camera or a person. The dog's face is the main subject of the photo,",Other/Irrelevant Description
401862,/content/drive/MyDrive/VLM_Project_Data/val2017/000000401862.jpg,a group of people standing in line to get food,Diffusion Noise,BLIP-2,The image is of a group of people standing in front of a food truck,Ignored Perturbation
401862,/content/drive/MyDrive/VLM_Project_Data/val2017/000000401862.jpg,a group of people standing in line to get food,Diffusion Noise,LLaVA,"The image is a blurry photo of a group of people standing outside. There are at least five people in the scene, with some of them standing closer to the foreground and others further back. The people are scattered around the area, with",Acknowledged Perturbation
141597,/content/drive/MyDrive/VLM_Project_Data/val2017/000000141597.jpg,a van parked next to a car,Diffusion Noise,BLIP-2,The image shows a car parked in a parking space in front of a building,Other/Irrelevant Description
141597,/content/drive/MyDrive/VLM_Project_Data/val2017/000000141597.jpg,a van parked next to a car,Diffusion Noise,LLaVA,"The image features a black car parked in a parking lot. The car is positioned near the center of the scene. There are several other cars in the parking lot, with some located closer to the edges of the image.",Other/Irrelevant Description
235241,/content/drive/MyDrive/VLM_Project_Data/val2017/000000235241.jpg,a woman throwing a frisbee,Diffusion Noise,BLIP-2,A woman is throwing a frisbee,Ignored Perturbation
235241,/content/drive/MyDrive/VLM_Project_Data/val2017/000000235241.jpg,a woman throwing a frisbee,Diffusion Noise,LLaVA,"The image features two people, a man and a woman, standing next to each other. They are both holding a frisbee, possibly preparing to play a game. The frisbee is located in the center of the image,",Other/Irrelevant Description
20107,/content/drive/MyDrive/VLM_Project_Data/val2017/000000020107.jpg,a fire hydrant,Diffusion Noise,BLIP-2,A man is sitting on a bench,Other/Irrelevant Description
20107,/content/drive/MyDrive/VLM_Project_Data/val2017/000000020107.jpg,a fire hydrant,Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a person's face. The face is the main focus of the image, and it appears to be a close-up of the person's head. The colors in the image are v",Acknowledged Perturbation
529568,/content/drive/MyDrive/VLM_Project_Data/val2017/000000529568.jpg,a kitchen with a chandelier and a sink,Diffusion Noise,BLIP-2,A kitchen with a table and chairs,Other/Irrelevant Description
529568,/content/drive/MyDrive/VLM_Project_Data/val2017/000000529568.jpg,a kitchen with a chandelier and a sink,Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a kitchen. The kitchen features a sink, an oven, and a refrigerator. There are several bottles scattered throughout the kitchen, with some placed on the countertops",Acknowledged Perturbation
245576,/content/drive/MyDrive/VLM_Project_Data/val2017/000000245576.jpg,a cat,Diffusion Noise,BLIP-2,A cat is sitting on a keyboard,Other/Irrelevant Description
245576,/content/drive/MyDrive/VLM_Project_Data/val2017/000000245576.jpg,a cat,Diffusion Noise,LLaVA,"The image features a cat sitting on a computer desk, with its paws on the keyboard. The cat appears to be looking at the camera, capturing a playful moment. The desk is filled with various items, including a mouse,",Other/Irrelevant Description
359540,/content/drive/MyDrive/VLM_Project_Data/val2017/000000359540.jpg,a baseball player swinging a bat,Diffusion Noise,BLIP-2,The image is a baseball game,Other/Irrelevant Description
359540,/content/drive/MyDrive/VLM_Project_Data/val2017/000000359540.jpg,a baseball player swinging a bat,Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a baseball game in progress. There are several people in the scene, with some of them wearing baseball gloves. One person is holding a baseball bat, while another person is wearing",Acknowledged Perturbation
125850,/content/drive/MyDrive/VLM_Project_Data/val2017/000000125850.jpg,a cat sleeping in a bowl,Diffusion Noise,BLIP-2,A cat is sitting on a table,Other/Irrelevant Description
125850,/content/drive/MyDrive/VLM_Project_Data/val2017/000000125850.jpg,a cat sleeping in a bowl,Diffusion Noise,LLaVA,"The image features a close-up of a cat's face, with its eyes and whiskers clearly visible. The cat appears to be looking at something, possibly a camera or a person. The cat's face is the main focus of",Other/Irrelevant Description
140840,/content/drive/MyDrive/VLM_Project_Data/val2017/000000140840.jpg,a kite flying in a field,Diffusion Noise,BLIP-2,A man is standing in a field with a frisbee,Other/Irrelevant Description
140840,/content/drive/MyDrive/VLM_Project_Data/val2017/000000140840.jpg,a kite flying in a field,Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a cityscape. The scene features a large building with a red roof, which stands out in the picture. There are several people scattered throughout the scene, with some closer to the foreground",Acknowledged Perturbation
52462,/content/drive/MyDrive/VLM_Project_Data/val2017/000000052462.jpg,two zebras in a field,Diffusion Noise,BLIP-2,The image is of two zebras in a field,Ignored Perturbation
52462,/content/drive/MyDrive/VLM_Project_Data/val2017/000000052462.jpg,two zebras in a field,Diffusion Noise,LLaVA,"The image features two zebras standing next to each other in a grassy field. The zebras are positioned in the center of the scene, with one zebra slightly to the left of the other. The field appears to be",Ignored Perturbation
398377,/content/drive/MyDrive/VLM_Project_Data/val2017/000000398377.jpg,a group of people sitting on a train,Diffusion Noise,BLIP-2,The image is a group of people sitting on a train,Ignored Perturbation
398377,/content/drive/MyDrive/VLM_Project_Data/val2017/000000398377.jpg,a group of people sitting on a train,Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of three people sitting together. They are all wearing black clothing, and their positions are such that they are sitting next to each other. The people in the photo are likely friends or family members",Acknowledged Perturbation
337498,/content/drive/MyDrive/VLM_Project_Data/val2017/000000337498.jpg,a pizza with a red circle around it,Diffusion Noise,BLIP-2,A pizza with a lot of toppings,Other/Irrelevant Description
337498,/content/drive/MyDrive/VLM_Project_Data/val2017/000000337498.jpg,a pizza with a red circle around it,Diffusion Noise,LLaVA,"The image features a close-up view of a delicious-looking pizza on a white plate. The pizza is placed on a dining table, and it appears to be a cheese pizza. The plate is positioned in the",Other/Irrelevant Description
368294,/content/drive/MyDrive/VLM_Project_Data/val2017/000000368294.jpg,a man working in a factory,Diffusion Noise,BLIP-2,a woman is sitting in a chair with a book in her hand,Other/Irrelevant Description
368294,/content/drive/MyDrive/VLM_Project_Data/val2017/000000368294.jpg,a man working in a factory,Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a person sitting in front of a computer. The person appears to be using a computer mouse, possibly for gaming or other computer-related activities. The scene is set in a room with a",Acknowledged Perturbation
89078,/content/drive/MyDrive/VLM_Project_Data/val2017/000000089078.jpg,a woman snowboarding,Diffusion Noise,BLIP-2,A person is standing on a snowboard,Other/Irrelevant Description
89078,/content/drive/MyDrive/VLM_Project_Data/val2017/000000089078.jpg,a woman snowboarding,Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a person standing on a snowboard. The person appears to be wearing a red jacket, and they are positioned in the center of the scene. The snowboard is located beneath their",Acknowledged Perturbation
163314,/content/drive/MyDrive/VLM_Project_Data/val2017/000000163314.jpg,people walking down the street with red lines drawn around them,Diffusion Noise,BLIP-2,This is a photo of a building in the city,Other/Irrelevant Description
163314,/content/drive/MyDrive/VLM_Project_Data/val2017/000000163314.jpg,people walking down the street with red lines drawn around them,Diffusion Noise,LLaVA,"The image is a colorful, blurry photo of a building with a red door. The building appears to be a mix of old and new architecture, with a large red door standing out. The photo is somewhat distorted, giving it a",Acknowledged Perturbation
180792,/content/drive/MyDrive/VLM_Project_Data/val2017/000000180792.jpg,a bathroom with a toilet and a toilet seat,Diffusion Noise,BLIP-2,This is a picture of a microwave oven,Other/Irrelevant Description
