sample_id,filepath,clean_caption,misleading_caption,original_word,misleading_word,model,raw_output,answer_part,category
246436,/content/drive/MyDrive/VLM_Project_Data/val2017/000000246436.jpg,a man cutting a pizza,a woman cutting a pizza,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
246436,/content/drive/MyDrive/VLM_Project_Data/val2017/000000246436.jpg,a man cutting a pizza,a woman cutting a pizza,man,woman,LLaVA,"No, this is a man cutting a pizza.","No, this is a man cutting a pizza.",Correct Rejection
134882,/content/drive/MyDrive/VLM_Project_Data/val2017/000000134882.jpg,a bed with a book shelf and a laptop,a bed with a book shelf and a tablet,laptop,tablet,BLIP-2,Yes,Yes,Confusion/Irrelevance
134882,/content/drive/MyDrive/VLM_Project_Data/val2017/000000134882.jpg,a bed with a book shelf and a laptop,a bed with a book shelf and a tablet,laptop,tablet,LLaVA,"Yes, the image shows a bed with a bookshelf and a tablet on it. The bed is covered with a plaid blanket, and there are several books on the bookshelf. The tablet is placed on the bed,","Yes, the image shows a bed with a bookshelf and a tablet on it. The bed is covered with a plaid blanket, and there are several books on the bookshelf. The tablet is placed on the bed,",Agreement with Falsehood
360325,/content/drive/MyDrive/VLM_Project_Data/val2017/000000360325.jpg,a herd of sheep with red squares around them,a herd of goat with red squares around them,sheep,goat,BLIP-2,Yes,Yes,Confusion/Irrelevance
360325,/content/drive/MyDrive/VLM_Project_Data/val2017/000000360325.jpg,a herd of sheep with red squares around them,a herd of goat with red squares around them,sheep,goat,LLaVA,"Yes, this is a herd of goats with red squares around them. The red squares are likely used to indicate ownership or boundaries for the goats.","Yes, this is a herd of goats with red squares around them. The red squares are likely used to indicate ownership or boundaries for the goats.",Confusion/Irrelevance
489611,/content/drive/MyDrive/VLM_Project_Data/val2017/000000489611.jpg,a child playing a video game,a adult playing a video game,child,adult,BLIP-2,Yes,Yes,Confusion/Irrelevance
489611,/content/drive/MyDrive/VLM_Project_Data/val2017/000000489611.jpg,a child playing a video game,a adult playing a video game,child,adult,LLaVA,"No, this is a young boy playing a video game.","No, this is a young boy playing a video game.",Correct Rejection
6723,/content/drive/MyDrive/VLM_Project_Data/val2017/000000006723.jpg,a street with red and green arrows on it,a street with red and yellow arrows on it,green,yellow,BLIP-2,Yes,Yes,Confusion/Irrelevance
6723,/content/drive/MyDrive/VLM_Project_Data/val2017/000000006723.jpg,a street with red and green arrows on it,a street with red and yellow arrows on it,green,yellow,LLaVA,"Yes, the street has red and yellow arrows on it, which are likely to be traffic signs or markings.","Yes, the street has red and yellow arrows on it, which are likely to be traffic signs or markings.",Agreement with Falsehood
334521,/content/drive/MyDrive/VLM_Project_Data/val2017/000000334521.jpg,a giraffe and a bird in a zoo,a zebra and a bird in a zoo,giraffe,zebra,BLIP-2,Yes,Yes,Confusion/Irrelevance
334521,/content/drive/MyDrive/VLM_Project_Data/val2017/000000334521.jpg,a giraffe and a bird in a zoo,a zebra and a bird in a zoo,giraffe,zebra,LLaVA,"No, this is not a zebra and a bird in a zoo. The image features two giraffes standing next to each other.","No, this is not a zebra and a bird in a zoo. The image features two giraffes standing next to each other.",Correct Rejection
306700,/content/drive/MyDrive/VLM_Project_Data/val2017/000000306700.jpg,a woman holding a pizza,a woman holding a calzone,pizza,calzone,BLIP-2,Yes,Yes,Confusion/Irrelevance
306700,/content/drive/MyDrive/VLM_Project_Data/val2017/000000306700.jpg,a woman holding a pizza,a woman holding a calzone,pizza,calzone,LLaVA,"No, this is a woman holding a pizza.","No, this is a woman holding a pizza.",Correct Rejection
256195,/content/drive/MyDrive/VLM_Project_Data/val2017/000000256195.jpg,a train,a bus,train,bus,BLIP-2,"No, it's a train","No, it's a train",Correct Rejection
256195,/content/drive/MyDrive/VLM_Project_Data/val2017/000000256195.jpg,a train,a bus,train,bus,LLaVA,"No, this is not a bus. It is a train, specifically a red and yellow train car, sitting on the tracks.","No, this is not a bus. It is a train, specifically a red and yellow train car, sitting on the tracks.",Correct Rejection
180560,/content/drive/MyDrive/VLM_Project_Data/val2017/000000180560.jpg,a woman with a birthday cake,a woman with a birthday pie,cake,pie,BLIP-2,Yes,Yes,Confusion/Irrelevance
180560,/content/drive/MyDrive/VLM_Project_Data/val2017/000000180560.jpg,a woman with a birthday cake,a woman with a birthday pie,cake,pie,LLaVA,"Yes, this is a woman with a birthday pie, and she is pointing at the cake.","Yes, this is a woman with a birthday pie, and she is pointing at the cake.",Agreement with Falsehood
466125,/content/drive/MyDrive/VLM_Project_Data/val2017/000000466125.jpg,a little girl holding an umbrella,a little girl holding an raincoat,umbrella,raincoat,BLIP-2,Yes,Yes,Confusion/Irrelevance
466125,/content/drive/MyDrive/VLM_Project_Data/val2017/000000466125.jpg,a little girl holding an umbrella,a little girl holding an raincoat,umbrella,raincoat,LLaVA,"Yes, the image shows a little girl holding a raincoat.","Yes, the image shows a little girl holding a raincoat.",Agreement with Falsehood
51610,/content/drive/MyDrive/VLM_Project_Data/val2017/000000051610.jpg,a baby sitting in front of a laptop,a baby lying in front of a laptop,sitting,lying,BLIP-2,Yes,Yes,Confusion/Irrelevance
51610,/content/drive/MyDrive/VLM_Project_Data/val2017/000000051610.jpg,a baby sitting in front of a laptop,a baby lying in front of a laptop,sitting,lying,LLaVA,"Yes, this is a baby lying in front of a laptop.","Yes, this is a baby lying in front of a laptop.",Agreement with Falsehood
496722,/content/drive/MyDrive/VLM_Project_Data/val2017/000000496722.jpg,a red post box,a blue post box,red,blue,BLIP-2,"No, it is a red post box","No, it is a red post box",Correct Rejection
496722,/content/drive/MyDrive/VLM_Project_Data/val2017/000000496722.jpg,a red post box,a blue post box,red,blue,LLaVA,"No, this is a red post box.","No, this is a red post box.",Correct Rejection
97022,/content/drive/MyDrive/VLM_Project_Data/val2017/000000097022.jpg,a kitchen with a microwave and a dishwasher,a kitchen with a toaster oven and a dishwasher,microwave,toaster oven,BLIP-2,Yes,Yes,Confusion/Irrelevance
97022,/content/drive/MyDrive/VLM_Project_Data/val2017/000000097022.jpg,a kitchen with a microwave and a dishwasher,a kitchen with a toaster oven and a dishwasher,microwave,toaster oven,LLaVA,"Yes, this is a kitchen with a toaster oven and a dishwasher. The image also shows a sink, a stove, and a refrigerator.","Yes, this is a kitchen with a toaster oven and a dishwasher. The image also shows a sink, a stove, and a refrigerator.",Agreement with Falsehood
458223,/content/drive/MyDrive/VLM_Project_Data/val2017/000000458223.jpg,a man and a woman walking on a pier,a woman and a woman walking on a pier,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
458223,/content/drive/MyDrive/VLM_Project_Data/val2017/000000458223.jpg,a man and a woman walking on a pier,a woman and a woman walking on a pier,man,woman,LLaVA,"No, this is not a woman and a woman walking on a pier. It is a man and a woman walking on a pier.","No, this is not a woman and a woman walking on a pier. It is a man and a woman walking on a pier.",Correct Rejection
313130,/content/drive/MyDrive/VLM_Project_Data/val2017/000000313130.jpg,a refrigerator and microwave in a kitchen,a refrigerator and toaster oven in a kitchen,microwave,toaster oven,BLIP-2,Yes,Yes,Confusion/Irrelevance
313130,/content/drive/MyDrive/VLM_Project_Data/val2017/000000313130.jpg,a refrigerator and microwave in a kitchen,a refrigerator and toaster oven in a kitchen,microwave,toaster oven,LLaVA,"Yes, this is a refrigerator and a toaster oven in a kitchen. The refrigerator is placed next to the toaster oven, and they are both in the kitchen.","Yes, this is a refrigerator and a toaster oven in a kitchen. The refrigerator is placed next to the toaster oven, and they are both in the kitchen.",Agreement with Falsehood
479126,/content/drive/MyDrive/VLM_Project_Data/val2017/000000479126.jpg,a woman sitting outside with a laptop,a woman lying outside with a laptop,sitting,lying,BLIP-2,Yes,Yes,Confusion/Irrelevance
479126,/content/drive/MyDrive/VLM_Project_Data/val2017/000000479126.jpg,a woman sitting outside with a laptop,a woman lying outside with a laptop,sitting,lying,LLaVA,"Yes, this is a woman lying outside with a laptop.","Yes, this is a woman lying outside with a laptop.",Agreement with Falsehood
74092,/content/drive/MyDrive/VLM_Project_Data/val2017/000000074092.jpg,a woman playing tennis,a man playing tennis,woman,man,BLIP-2,"No, this is a woman playing tennis","No, this is a woman playing tennis",Correct Rejection
74092,/content/drive/MyDrive/VLM_Project_Data/val2017/000000074092.jpg,a woman playing tennis,a man playing tennis,woman,man,LLaVA,"No, this is a woman playing tennis.","No, this is a woman playing tennis.",Correct Rejection
223789,/content/drive/MyDrive/VLM_Project_Data/val2017/000000223789.jpg,a bathroom sink with red roses on the counter,a bathroom basin with red roses on the counter,sink,basin,BLIP-2,Yes,Yes,Confusion/Irrelevance
223789,/content/drive/MyDrive/VLM_Project_Data/val2017/000000223789.jpg,a bathroom sink with red roses on the counter,a bathroom basin with red roses on the counter,sink,basin,LLaVA,"Yes, this is a bathroom basin with red roses on the counter.","Yes, this is a bathroom basin with red roses on the counter.",Agreement with Falsehood
399764,/content/drive/MyDrive/VLM_Project_Data/val2017/000000399764.jpg,a man holding a cow,a man holding a horse,cow,horse,BLIP-2,Yes,Yes,Confusion/Irrelevance
399764,/content/drive/MyDrive/VLM_Project_Data/val2017/000000399764.jpg,a man holding a cow,a man holding a horse,cow,horse,LLaVA,"No, this is a man holding a cow.","No, this is a man holding a cow.",Correct Rejection
378454,/content/drive/MyDrive/VLM_Project_Data/val2017/000000378454.jpg,a man jumping into the air,a woman jumping into the air,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
378454,/content/drive/MyDrive/VLM_Project_Data/val2017/000000378454.jpg,a man jumping into the air,a woman jumping into the air,man,woman,LLaVA,"No, this is not a woman jumping into the air. It is a man jumping into the air while playing with a frisbee on the beach.","No, this is not a woman jumping into the air. It is a man jumping into the air while playing with a frisbee on the beach.",Correct Rejection
167572,/content/drive/MyDrive/VLM_Project_Data/val2017/000000167572.jpg,a sandwich on a plate,a sandwich under a plate,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
167572,/content/drive/MyDrive/VLM_Project_Data/val2017/000000167572.jpg,a sandwich on a plate,a sandwich under a plate,on,under,LLaVA,"Yes, this is a sandwich under a plate. The plate is placed on a table, and the sandwich is cut into slices.","Yes, this is a sandwich under a plate. The plate is placed on a table, and the sandwich is cut into slices.",Agreement with Falsehood
128476,/content/drive/MyDrive/VLM_Project_Data/val2017/000000128476.jpg,a cake,a pie,cake,pie,BLIP-2,Yes,Yes,Confusion/Irrelevance
128476,/content/drive/MyDrive/VLM_Project_Data/val2017/000000128476.jpg,a cake,a pie,cake,pie,LLaVA,"No, this is not a pie. It is a cake with frosting and decorations on it.","No, this is not a pie. It is a cake with frosting and decorations on it.",Correct Rejection
440475,/content/drive/MyDrive/VLM_Project_Data/val2017/000000440475.jpg,a living room with a tv and furniture,a living room with a monitor and furniture,tv,monitor,BLIP-2,Yes,Yes,Confusion/Irrelevance
440475,/content/drive/MyDrive/VLM_Project_Data/val2017/000000440475.jpg,a living room with a tv and furniture,a living room with a monitor and furniture,tv,monitor,LLaVA,"Yes, this is a living room with a monitor and various pieces of furniture, such as a couch, a chair, and a dining table.","Yes, this is a living room with a monitor and various pieces of furniture, such as a couch, a chair, and a dining table.",Agreement with Falsehood
28285,/content/drive/MyDrive/VLM_Project_Data/val2017/000000028285.jpg,a clock tower with a blue sky,a clock tower with a red sky,blue,red,BLIP-2,Yes,Yes,Confusion/Irrelevance
28285,/content/drive/MyDrive/VLM_Project_Data/val2017/000000028285.jpg,a clock tower with a blue sky,a clock tower with a red sky,blue,red,LLaVA,"No, this is not a clock tower with a red sky. The image shows a clock tower with a blue sky, and there is no indication of a red sky. The clock tower is white and has a green roof, making it a prominent","No, this is not a clock tower with a red sky. The image shows a clock tower with a blue sky, and there is no indication of a red sky. The clock tower is white and has a green roof, making it a prominent",Correct Rejection
449406,/content/drive/MyDrive/VLM_Project_Data/val2017/000000449406.jpg,a zebra standing in a field,a zebra sitting in a field,standing,sitting,BLIP-2,Yes,Yes,Confusion/Irrelevance
449406,/content/drive/MyDrive/VLM_Project_Data/val2017/000000449406.jpg,a zebra standing in a field,a zebra sitting in a field,standing,sitting,LLaVA,"No, this is not a zebra sitting in a field. Instead, it is a square or rectangular image of a zebra, possibly a painting or a digital representation. The zebra is standing in a field, and the","No, this is not a zebra sitting in a field. Instead, it is a square or rectangular image of a zebra, possibly a painting or a digital representation. The zebra is standing in a field, and the",Correct Rejection
468332,/content/drive/MyDrive/VLM_Project_Data/val2017/000000468332.jpg,a man and a child with a red box around them,a woman and a child with a red box around them,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
468332,/content/drive/MyDrive/VLM_Project_Data/val2017/000000468332.jpg,a man and a child with a red box around them,a woman and a child with a red box around them,man,woman,LLaVA,"Yes, the image shows a woman and a child with a red box around them. The woman is holding the child, and they are surrounded by a red box.","Yes, the image shows a woman and a child with a red box around them. The woman is holding the child, and they are surrounded by a red box.",Agreement with Falsehood
580294,/content/drive/MyDrive/VLM_Project_Data/val2017/000000580294.jpg,a woman cooking in a kitchen,a man cooking in a kitchen,woman,man,BLIP-2,Yes,Yes,Confusion/Irrelevance
580294,/content/drive/MyDrive/VLM_Project_Data/val2017/000000580294.jpg,a woman cooking in a kitchen,a man cooking in a kitchen,woman,man,LLaVA,"No, this is not a man cooking in a kitchen. It is a woman cooking in a kitchen.","No, this is not a man cooking in a kitchen. It is a woman cooking in a kitchen.",Correct Rejection
225184,/content/drive/MyDrive/VLM_Project_Data/val2017/000000225184.jpg,a dog and sheep in a field,a cat and sheep in a field,dog,cat,BLIP-2,Yes,Yes,Confusion/Irrelevance
225184,/content/drive/MyDrive/VLM_Project_Data/val2017/000000225184.jpg,a dog and sheep in a field,a cat and sheep in a field,dog,cat,LLaVA,"No, this is not a cat and sheep in a field. The image shows a sheep standing in a grassy field, and there are no cats present. The sheep is standing in the grass, and there are also some sheep in the background","No, this is not a cat and sheep in a field. The image shows a sheep standing in a grassy field, and there are no cats present. The sheep is standing in the grass, and there are also some sheep in the background",Correct Rejection
226171,/content/drive/MyDrive/VLM_Project_Data/val2017/000000226171.jpg,"a desk with a computer, mouse, and a cup","a desk with a computer, mouse, and a vase",cup,vase,BLIP-2,Yes,Yes,Confusion/Irrelevance
226171,/content/drive/MyDrive/VLM_Project_Data/val2017/000000226171.jpg,"a desk with a computer, mouse, and a cup","a desk with a computer, mouse, and a vase",cup,vase,LLaVA,"Yes, this is a desk with a computer, a mouse, and a vase. The computer is a laptop, and the mouse is a wireless one. The desk also has a monitor and a keyboard, making it a complete workstation","Yes, this is a desk with a computer, a mouse, and a vase. The computer is a laptop, and the mouse is a wireless one. The desk also has a monitor and a keyboard, making it a complete workstation",Agreement with Falsehood
396526,/content/drive/MyDrive/VLM_Project_Data/val2017/000000396526.jpg,a room with a table and chairs in it,a room with a rock and chairs in it,table,rock,BLIP-2,Yes,Yes,Confusion/Irrelevance
396526,/content/drive/MyDrive/VLM_Project_Data/val2017/000000396526.jpg,a room with a table and chairs in it,a room with a rock and chairs in it,table,rock,LLaVA,"Yes, the image shows a room with a rock and chairs in it.","Yes, the image shows a room with a rock and chairs in it.",Agreement with Falsehood
482436,/content/drive/MyDrive/VLM_Project_Data/val2017/000000482436.jpg,a man standing in front of a store,a man standing in back of a store,front,back,BLIP-2,Yes,Yes,Confusion/Irrelevance
482436,/content/drive/MyDrive/VLM_Project_Data/val2017/000000482436.jpg,a man standing in front of a store,a man standing in back of a store,front,back,LLaVA,"Yes, the image shows a man standing in the back of a store.","Yes, the image shows a man standing in the back of a store.",Agreement with Falsehood
363666,/content/drive/MyDrive/VLM_Project_Data/val2017/000000363666.jpg,a group of people eating at a table,a group of people eating at a rock,table,rock,BLIP-2,Yes,Yes,Confusion/Irrelevance
363666,/content/drive/MyDrive/VLM_Project_Data/val2017/000000363666.jpg,a group of people eating at a table,a group of people eating at a rock,table,rock,LLaVA,"No, this is not a group of people eating at a rock. The image shows a group of people sitting at a dining table, enjoying a meal together.","No, this is not a group of people eating at a rock. The image shows a group of people sitting at a dining table, enjoying a meal together.",Correct Rejection
61471,/content/drive/MyDrive/VLM_Project_Data/val2017/000000061471.jpg,a dog sniffing a toilet in a bathroom,a dog sniffing a urinal in a bathroom,toilet,urinal,BLIP-2,Yes,Yes,Confusion/Irrelevance
61471,/content/drive/MyDrive/VLM_Project_Data/val2017/000000061471.jpg,a dog sniffing a toilet in a bathroom,a dog sniffing a urinal in a bathroom,toilet,urinal,LLaVA,"Yes, the image shows a dog sniffing a urinal in a bathroom.","Yes, the image shows a dog sniffing a urinal in a bathroom.",Agreement with Falsehood
401862,/content/drive/MyDrive/VLM_Project_Data/val2017/000000401862.jpg,a group of people standing in line to get food,a group of people sitting in line to get food,standing,sitting,BLIP-2,Yes,Yes,Confusion/Irrelevance
401862,/content/drive/MyDrive/VLM_Project_Data/val2017/000000401862.jpg,a group of people standing in line to get food,a group of people sitting in line to get food,standing,sitting,LLaVA,"No, this is not a group of people sitting in line to get food. Instead, it is a group of people standing around a food truck, with some of them possibly waiting to be served. The image shows a man standing in front of","No, this is not a group of people sitting in line to get food. Instead, it is a group of people standing around a food truck, with some of them possibly waiting to be served. The image shows a man standing in front of",Correct Rejection
141597,/content/drive/MyDrive/VLM_Project_Data/val2017/000000141597.jpg,a van parked next to a car,a van parked next to a truck,car,truck,BLIP-2,Yes,Yes,Confusion/Irrelevance
141597,/content/drive/MyDrive/VLM_Project_Data/val2017/000000141597.jpg,a van parked next to a car,a van parked next to a truck,car,truck,LLaVA,"Yes, this is a van parked next to a truck.","Yes, this is a van parked next to a truck.",Agreement with Falsehood
235241,/content/drive/MyDrive/VLM_Project_Data/val2017/000000235241.jpg,a woman throwing a frisbee,a man throwing a frisbee,woman,man,BLIP-2,Yes,Yes,Confusion/Irrelevance
235241,/content/drive/MyDrive/VLM_Project_Data/val2017/000000235241.jpg,a woman throwing a frisbee,a man throwing a frisbee,woman,man,LLaVA,"No, this is not a man throwing a frisbee. It is a woman who is throwing a frisbee.","No, this is not a man throwing a frisbee. It is a woman who is throwing a frisbee.",Correct Rejection
529568,/content/drive/MyDrive/VLM_Project_Data/val2017/000000529568.jpg,a kitchen with a chandelier and a sink,a kitchen with a chandelier and a basin,sink,basin,BLIP-2,Yes,Yes,Confusion/Irrelevance
529568,/content/drive/MyDrive/VLM_Project_Data/val2017/000000529568.jpg,a kitchen with a chandelier and a sink,a kitchen with a chandelier and a basin,sink,basin,LLaVA,"Yes, this is a kitchen with a chandelier and a basin. The kitchen also features a sink, a stove, and a counter.","Yes, this is a kitchen with a chandelier and a basin. The kitchen also features a sink, a stove, and a counter.",Agreement with Falsehood
245576,/content/drive/MyDrive/VLM_Project_Data/val2017/000000245576.jpg,a cat,a dog,cat,dog,BLIP-2,"No, it's a cat","No, it's a cat",Correct Rejection
245576,/content/drive/MyDrive/VLM_Project_Data/val2017/000000245576.jpg,a cat,a dog,cat,dog,LLaVA,"No, this is not a dog. It is a cat.","No, this is not a dog. It is a cat.",Correct Rejection
125850,/content/drive/MyDrive/VLM_Project_Data/val2017/000000125850.jpg,a cat sleeping in a bowl,a dog sleeping in a bowl,cat,dog,BLIP-2,"No, it's a cat sleeping in a bowl","No, it's a cat sleeping in a bowl",Correct Rejection
125850,/content/drive/MyDrive/VLM_Project_Data/val2017/000000125850.jpg,a cat sleeping in a bowl,a dog sleeping in a bowl,cat,dog,LLaVA,"No, this is not a dog sleeping in a bowl. It is a cat sleeping in a bowl.","No, this is not a dog sleeping in a bowl. It is a cat sleeping in a bowl.",Correct Rejection
140840,/content/drive/MyDrive/VLM_Project_Data/val2017/000000140840.jpg,a kite flying in a field,a drone flying in a field,kite,drone,BLIP-2,Yes,Yes,Confusion/Irrelevance
140840,/content/drive/MyDrive/VLM_Project_Data/val2017/000000140840.jpg,a kite flying in a field,a drone flying in a field,kite,drone,LLaVA,"No, this is not a drone flying in a field. It is a collection of colorful kites, possibly displayed in a field or an open area. The kites are arranged in a way that they can be easily identified and accessed by","No, this is not a drone flying in a field. It is a collection of colorful kites, possibly displayed in a field or an open area. The kites are arranged in a way that they can be easily identified and accessed by",Correct Rejection
398377,/content/drive/MyDrive/VLM_Project_Data/val2017/000000398377.jpg,a group of people sitting on a train,a group of people sitting on a bus,train,bus,BLIP-2,Yes,Yes,Confusion/Irrelevance
398377,/content/drive/MyDrive/VLM_Project_Data/val2017/000000398377.jpg,a group of people sitting on a train,a group of people sitting on a bus,train,bus,LLaVA,"Yes, this is a group of people sitting on a bus.","Yes, this is a group of people sitting on a bus.",Agreement with Falsehood
337498,/content/drive/MyDrive/VLM_Project_Data/val2017/000000337498.jpg,a pizza with a red circle around it,a pizza with a blue circle around it,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
337498,/content/drive/MyDrive/VLM_Project_Data/val2017/000000337498.jpg,a pizza with a red circle around it,a pizza with a blue circle around it,red,blue,LLaVA,"Yes, the image shows a pizza with a blue circle around it, indicating that it is a deep dish pizza.","Yes, the image shows a pizza with a blue circle around it, indicating that it is a deep dish pizza.",Agreement with Falsehood
368294,/content/drive/MyDrive/VLM_Project_Data/val2017/000000368294.jpg,a man working in a factory,a woman working in a factory,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
368294,/content/drive/MyDrive/VLM_Project_Data/val2017/000000368294.jpg,a man working in a factory,a woman working in a factory,man,woman,LLaVA,"No, this is not a woman working in a factory. The image shows a man wearing a yellow shirt, sitting at a workbench, and using a pair of scissors. The man is working in a factory, which is","No, this is not a woman working in a factory. The image shows a man wearing a yellow shirt, sitting at a workbench, and using a pair of scissors. The man is working in a factory, which is",Correct Rejection
89078,/content/drive/MyDrive/VLM_Project_Data/val2017/000000089078.jpg,a woman snowboarding,a man snowboarding,woman,man,BLIP-2,Yes,Yes,Confusion/Irrelevance
89078,/content/drive/MyDrive/VLM_Project_Data/val2017/000000089078.jpg,a woman snowboarding,a man snowboarding,woman,man,LLaVA,"No, this is a woman snowboarding.","No, this is a woman snowboarding.",Correct Rejection
163314,/content/drive/MyDrive/VLM_Project_Data/val2017/000000163314.jpg,people walking down the street with red lines drawn around them,people running down the street with red lines drawn around them,walking,running,BLIP-2,Yes,Yes,Confusion/Irrelevance
163314,/content/drive/MyDrive/VLM_Project_Data/val2017/000000163314.jpg,people walking down the street with red lines drawn around them,people running down the street with red lines drawn around them,walking,running,LLaVA,"No, this is not people running down the street with red lines drawn around them. Instead, it is a scene of people walking down the street, with red lines drawn around them. The red lines are likely used to indicate a specific path or direction","No, this is not people running down the street with red lines drawn around them. Instead, it is a scene of people walking down the street, with red lines drawn around them. The red lines are likely used to indicate a specific path or direction",Correct Rejection
180792,/content/drive/MyDrive/VLM_Project_Data/val2017/000000180792.jpg,a bathroom with a toilet and a toilet seat,a bathroom with a urinal and a toilet seat,toilet,urinal,BLIP-2,Yes,Yes,Confusion/Irrelevance
180792,/content/drive/MyDrive/VLM_Project_Data/val2017/000000180792.jpg,a bathroom with a toilet and a toilet seat,a bathroom with a urinal and a toilet seat,toilet,urinal,LLaVA,"Yes, this is a bathroom with a urinal and a toilet seat. The toilet seat is located in the middle of the bathroom, and the urinal is situated nearby.","Yes, this is a bathroom with a urinal and a toilet seat. The toilet seat is located in the middle of the bathroom, and the urinal is situated nearby.",Agreement with Falsehood
575815,/content/drive/MyDrive/VLM_Project_Data/val2017/000000575815.jpg,a pizza on a cutting board,a pizza under a cutting board,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
575815,/content/drive/MyDrive/VLM_Project_Data/val2017/000000575815.jpg,a pizza on a cutting board,a pizza under a cutting board,on,under,LLaVA,"Yes, the image shows a pizza sitting on a cutting board, which is placed on a table.","Yes, the image shows a pizza sitting on a cutting board, which is placed on a table.",Implicit Rejection
460929,/content/drive/MyDrive/VLM_Project_Data/val2017/000000460929.jpg,a hot dog and a bottle of bubbly,a hot cat and a bottle of bubbly,dog,cat,BLIP-2,Yes,Yes,Confusion/Irrelevance
460929,/content/drive/MyDrive/VLM_Project_Data/val2017/000000460929.jpg,a hot dog and a bottle of bubbly,a hot cat and a bottle of bubbly,dog,cat,LLaVA,"No, it is not a hot cat and a bottle of bubbly. The image shows a hot dog and a bottle of bubbly, which are two different food items. A hot dog is a type of sausage","No, it is not a hot cat and a bottle of bubbly. The image shows a hot dog and a bottle of bubbly, which are two different food items. A hot dog is a type of sausage",Correct Rejection
335427,/content/drive/MyDrive/VLM_Project_Data/val2017/000000335427.jpg,a bowl of broccoli with a red box around it,a bowl of broccoli with a blue box around it,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
335427,/content/drive/MyDrive/VLM_Project_Data/val2017/000000335427.jpg,a bowl of broccoli with a red box around it,a bowl of broccoli with a blue box around it,red,blue,LLaVA,"Yes, the image shows a bowl of broccoli with a blue box around it.","Yes, the image shows a bowl of broccoli with a blue box around it.",Agreement with Falsehood
335177,/content/drive/MyDrive/VLM_Project_Data/val2017/000000335177.jpg,a street with a car parked on it,a street with a truck parked on it,car,truck,BLIP-2,Yes,Yes,Confusion/Irrelevance
335177,/content/drive/MyDrive/VLM_Project_Data/val2017/000000335177.jpg,a street with a car parked on it,a street with a truck parked on it,car,truck,LLaVA,"Yes, this is a street with a truck parked on it. The truck is parked on the side of the road, and there is a street sign nearby.","Yes, this is a street with a truck parked on it. The truck is parked on the side of the road, and there is a street sign nearby.",Agreement with Falsehood
568439,/content/drive/MyDrive/VLM_Project_Data/val2017/000000568439.jpg,a man standing in front of a bus,a man standing in front of a train,bus,train,BLIP-2,Yes,Yes,Confusion/Irrelevance
568439,/content/drive/MyDrive/VLM_Project_Data/val2017/000000568439.jpg,a man standing in front of a bus,a man standing in front of a train,bus,train,LLaVA,"No, this is not a man standing in front of a train. It is a man standing in front of a double-decker bus.","No, this is not a man standing in front of a train. It is a man standing in front of a double-decker bus.",Correct Rejection
161799,/content/drive/MyDrive/VLM_Project_Data/val2017/000000161799.jpg,a skateboarder doing a trick on a rail,a skateboarder doing a trick under a rail,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
161799,/content/drive/MyDrive/VLM_Project_Data/val2017/000000161799.jpg,a skateboarder doing a trick on a rail,a skateboarder doing a trick under a rail,on,under,LLaVA,"Yes, the image shows a skateboarder performing a trick under a rail. The skateboarder is captured in mid-air, showcasing their skill and agility.","Yes, the image shows a skateboarder performing a trick under a rail. The skateboarder is captured in mid-air, showcasing their skill and agility.",Agreement with Falsehood
500464,/content/drive/MyDrive/VLM_Project_Data/val2017/000000500464.jpg,a bathroom with a sink and a shelf,a bathroom with a basin and a shelf,sink,basin,BLIP-2,Yes,Yes,Confusion/Irrelevance
500464,/content/drive/MyDrive/VLM_Project_Data/val2017/000000500464.jpg,a bathroom with a sink and a shelf,a bathroom with a basin and a shelf,sink,basin,LLaVA,"Yes, this is a bathroom with a basin, a shelf, and a tile floor.","Yes, this is a bathroom with a basin, a shelf, and a tile floor.",Agreement with Falsehood
439426,/content/drive/MyDrive/VLM_Project_Data/val2017/000000439426.jpg,a person holding a donut with a person's feet in the background,a person holding a bagel with a person's feet in the background,donut,bagel,BLIP-2,Yes,Yes,Confusion/Irrelevance
439426,/content/drive/MyDrive/VLM_Project_Data/val2017/000000439426.jpg,a person holding a donut with a person's feet in the background,a person holding a bagel with a person's feet in the background,donut,bagel,LLaVA,"Yes, the image shows a person holding a bagel with a person's feet in the background.","Yes, the image shows a person holding a bagel with a person's feet in the background.",Agreement with Falsehood
357737,/content/drive/MyDrive/VLM_Project_Data/val2017/000000357737.jpg,a man standing next to a bike,a man sitting next to a bike,standing,sitting,BLIP-2,Yes,Yes,Confusion/Irrelevance
