sample_id,filepath,clean_caption,perturbation_type,model,raw_output,category
67fe615a77792fc76b614918,/root/fiftyone/coco-2017/validation/data/000000475191.jpg,a woman playing tennis,Rotation+GaussianBlur,LLaVA,"The image captures a female tennis player in action, swinging her tennis racket to hit the ball. She is wearing a white dress and appears to be in the middle of a match. The tennis ball is visible in the air, close",Other/Irrelevant Description
67fe615a77792fc76b6147bd,/root/fiftyone/coco-2017/validation/data/000000409475.jpg,two people on skis,Rotation+GaussianBlur,BLIP-2,A couple of people on skis,Ignored Perturbation
67fe615a77792fc76b6147bd,/root/fiftyone/coco-2017/validation/data/000000409475.jpg,two people on skis,Rotation+GaussianBlur,LLaVA,"The image features a man and a woman standing on a snow-covered slope, both wearing ski gear. They are posing for a picture, with the man on the left and the woman on the right. The woman is wearing",Other/Irrelevant Description
67fe615a77792fc76b6147a3,/root/fiftyone/coco-2017/validation/data/000000048564.jpg,a boy talking on a cell phone,Rotation+GaussianBlur,BLIP-2,A young man in a black jacket and blue goggles talks on a cell phone,Other/Irrelevant Description
67fe615a77792fc76b6147a3,/root/fiftyone/coco-2017/validation/data/000000048564.jpg,a boy talking on a cell phone,Rotation+GaussianBlur,LLaVA,"The image features a young man wearing a black jacket and a hat, standing in the snow. He is holding a cell phone to his ear, possibly engaged in a conversation or using the device for navigation. The man appears to be enjoying",Other/Irrelevant Description
67fe615a77792fc76b614903,/root/fiftyone/coco-2017/validation/data/000000051738.jpg,a hotel room,Rotation+GaussianBlur,BLIP-2,A hotel room,Ignored Perturbation
67fe615a77792fc76b614903,/root/fiftyone/coco-2017/validation/data/000000051738.jpg,a hotel room,Rotation+GaussianBlur,LLaVA,"The image features a well-furnished bedroom with a large bed occupying the majority of the space. The bed is positioned in the center of the room, surrounded by two chairs, one on the left side and the other on",Other/Irrelevant Description
67fe615b77792fc76b6149b7,/root/fiftyone/coco-2017/validation/data/000000355677.jpg,a beach with a lifeguard stand and surfboard,Rotation+GaussianBlur,BLIP-2,A yellow surfboard is on the beach next to a lifeguard stand,Ignored Perturbation
67fe615b77792fc76b6149b7,/root/fiftyone/coco-2017/validation/data/000000355677.jpg,a beach with a lifeguard stand and surfboard,Rotation+GaussianBlur,LLaVA,"The image features a beach scene with a yellow surfboard lying on the sand. The surfboard is placed near a lifeguard station, which is equipped with a lifeguard chair and a surfboard. The lifeguard",Other/Irrelevant Description
67fe615a77792fc76b6147a6,/root/fiftyone/coco-2017/validation/data/000000226592.jpg,a zebra print bed in a room,Rotation+GaussianBlur,BLIP-2,A zebra print bed,Ignored Perturbation
67fe615a77792fc76b6147a6,/root/fiftyone/coco-2017/validation/data/000000226592.jpg,a zebra print bed in a room,Rotation+GaussianBlur,LLaVA,"The image features a bedroom with a bed that has a black and white zebra print on it. The bed is positioned in the center of the room, and there are two pillows on it, one on the left side and the",Ignored Perturbation
67fe615a77792fc76b61490c,/root/fiftyone/coco-2017/validation/data/000000065798.jpg,a baseball game,Rotation+GaussianBlur,BLIP-2,A baseball game,Ignored Perturbation
67fe615a77792fc76b61490c,/root/fiftyone/coco-2017/validation/data/000000065798.jpg,a baseball game,Rotation+GaussianBlur,LLaVA,"The image captures a baseball game in progress, with a crowd of people watching the game. The baseball players are actively participating in the game, with one player holding a baseball bat and another player wearing a baseball glove.",Ignored Perturbation
67fe615a77792fc76b6146f8,/root/fiftyone/coco-2017/validation/data/000000331817.jpg,a table with food on it,Rotation+GaussianBlur,BLIP-2,A person is preparing food on a table,Ignored Perturbation
67fe615a77792fc76b6146f8,/root/fiftyone/coco-2017/validation/data/000000331817.jpg,a table with food on it,Rotation+GaussianBlur,LLaVA,"The image features a dining table filled with various foods and drinks. There are several bowls and cups placed on the table, along with a couple of cakes. A person is standing near the table, possibly preparing to serve",Other/Irrelevant Description
67fe615a77792fc76b6147ba,/root/fiftyone/coco-2017/validation/data/000000118209.jpg,two horses standing behind a fence,Rotation+GaussianBlur,BLIP-2,Two horses are standing in a field,Ignored Perturbation
67fe615a77792fc76b6147ba,/root/fiftyone/coco-2017/validation/data/000000118209.jpg,two horses standing behind a fence,Rotation+GaussianBlur,LLaVA,"The image features two horses standing next to each other in a grassy field. They are positioned close to a wire fence, which separates them from the rest of the field. The horses appear to be looking at something, possibly the camera",Other/Irrelevant Description
67fe615a77792fc76b614909,/root/fiftyone/coco-2017/validation/data/000000024567.jpg,a man holding a tray of hot dogs,Rotation+GaussianBlur,BLIP-2,A man is holding a tray of hot dogs,Ignored Perturbation
67fe615a77792fc76b614909,/root/fiftyone/coco-2017/validation/data/000000024567.jpg,a man holding a tray of hot dogs,Rotation+GaussianBlur,LLaVA,"The image features a man wearing a green shirt, standing next to a tray filled with several hot dogs. He appears to be preparing the hot dogs for a meal. The hot dogs are placed on a tray, and they",Ignored Perturbation
67fe615a77792fc76b6147b6,/root/fiftyone/coco-2017/validation/data/000000111086.jpg,a large cruise ship with many cars parked in front of it,Rotation+GaussianBlur,BLIP-2,a ferry boat is parked in front of a large cruise ship,Ignored Perturbation
67fe615a77792fc76b6147b6,/root/fiftyone/coco-2017/validation/data/000000111086.jpg,a large cruise ship with many cars parked in front of it,Rotation+GaussianBlur,LLaVA,"The image features a large boat docked at a pier, surrounded by numerous cars. The boat is positioned in the center of the scene, with the cars lined up on both sides of it. The cars are of various sizes and are park",Other/Irrelevant Description
67fe615a77792fc76b614904,/root/fiftyone/coco-2017/validation/data/000000153229.jpg,a group of people playing frisbee,Rotation+GaussianBlur,BLIP-2,A group of people playing frisbee,Ignored Perturbation
67fe615a77792fc76b614904,/root/fiftyone/coco-2017/validation/data/000000153229.jpg,a group of people playing frisbee,Rotation+GaussianBlur,LLaVA,"The image captures a group of young men playing a game of frisbee on a grassy field. There are at least six people in the scene, with some of them actively engaged in the game. One of the players is in",Other/Irrelevant Description
67fe615a77792fc76b6147ad,/root/fiftyone/coco-2017/validation/data/000000065485.jpg,a dog sitting in the back of a truck,Rotation+GaussianBlur,BLIP-2,a red jeep with a dog in the back,Other/Irrelevant Description
67fe615a77792fc76b6147ad,/root/fiftyone/coco-2017/validation/data/000000065485.jpg,a dog sitting in the back of a truck,Rotation+GaussianBlur,LLaVA,"The image features a red pickup truck with a dog sitting in the driver's seat. The dog appears to be enjoying the ride, possibly even driving the truck. The truck is parked in a field, and the dog",Ignored Perturbation
67fe615a77792fc76b614912,/root/fiftyone/coco-2017/validation/data/000000460841.jpg,a person holding a bottle of water,Rotation+GaussianBlur,BLIP-2,A cat is sitting on the floor next to a bottle of water,Other/Irrelevant Description
67fe615a77792fc76b614912,/root/fiftyone/coco-2017/validation/data/000000460841.jpg,a person holding a bottle of water,Rotation+GaussianBlur,LLaVA,"The image features a black cat sitting on the floor next to a door. The cat appears to be looking at something, possibly a person or another animal. The scene takes place in a bathroom, as evidenced by the presence of a to",Other/Irrelevant Description
67fe615b77792fc76b6149b8,/root/fiftyone/coco-2017/validation/data/000000338191.jpg,a fire hydrant with different colors,Rotation+GaussianBlur,BLIP-2,A fire hydrant painted in various colors,Other/Irrelevant Description
67fe615b77792fc76b6149b8,/root/fiftyone/coco-2017/validation/data/000000338191.jpg,a fire hydrant with different colors,Rotation+GaussianBlur,LLaVA,"The image is a collage of various fire hydrants, showcasing their different colors and designs. There are a total of 12 fire hydrants in the collage, each with its unique appearance. The fire hydrants",Other/Irrelevant Description
67fe615b77792fc76b6149b5,/root/fiftyone/coco-2017/validation/data/000000369442.jpg,a street scene,Rotation+GaussianBlur,BLIP-2,A group of people are walking down a street with a herd of cattle,Other/Irrelevant Description
67fe615b77792fc76b6149b5,/root/fiftyone/coco-2017/validation/data/000000369442.jpg,a street scene,Rotation+GaussianBlur,LLaVA,"The image depicts a group of people standing around a herd of sheep in a dirt field. There are at least 12 people in the scene, some of them standing closer to the sheep, while others are positioned further away",Other/Irrelevant Description
67fe615a77792fc76b6147bf,/root/fiftyone/coco-2017/validation/data/000000314264.jpg,a man putting flowers in a vase,Rotation+GaussianBlur,BLIP-2,A man is arranging flowers on a wall,Other/Irrelevant Description
67fe615a77792fc76b6147bf,/root/fiftyone/coco-2017/validation/data/000000314264.jpg,a man putting flowers in a vase,Rotation+GaussianBlur,LLaVA,"The image features a man wearing a blue shirt, standing in front of a monument. He is attentively looking at the monument, possibly admiring the inscription or the artwork. The man appears to be the main focus of the",Other/Irrelevant Description
67fe615a77792fc76b614913,/root/fiftyone/coco-2017/validation/data/000000548780.jpg,two women sitting on a bench,Rotation+GaussianBlur,BLIP-2,Two women sitting on a bench,Ignored Perturbation
67fe615a77792fc76b614913,/root/fiftyone/coco-2017/validation/data/000000548780.jpg,two women sitting on a bench,Rotation+GaussianBlur,LLaVA,"The image features two women sitting on a park bench, enjoying each other's company. They are both smoking cigarettes, with one woman on the left side of the bench and the other on the right side.",Other/Irrelevant Description
67fe615a77792fc76b6147ac,/root/fiftyone/coco-2017/validation/data/000000508730.jpg,two naked toddlers sitting on a toilet,Rotation+GaussianBlur,BLIP-2,A toddler sitting on a toilet,Other/Irrelevant Description
67fe615a77792fc76b6147ac,/root/fiftyone/coco-2017/validation/data/000000508730.jpg,two naked toddlers sitting on a toilet,Rotation+GaussianBlur,LLaVA,"The image features two young children sitting in a bathroom, both of them naked. They are sitting on chairs, possibly in a bathtub or a shower area. The children appear to be playing or enjoying their time together in",Other/Irrelevant Description
67fe615a77792fc76b6147ab,/root/fiftyone/coco-2017/validation/data/000000053994.jpg,a parking meter,Rotation+GaussianBlur,BLIP-2,A parking meter,Ignored Perturbation
67fe615a77792fc76b6147ab,/root/fiftyone/coco-2017/validation/data/000000053994.jpg,a parking meter,Rotation+GaussianBlur,LLaVA,"The image features a red parking meter situated on the sidewalk. The parking meter is prominently placed, making it easy for drivers to access. The meter is designed to collect money for parking in the area. The scene also includes",Ignored Perturbation
67fe615a77792fc76b6147b9,/root/fiftyone/coco-2017/validation/data/000000165500.jpg,bears grazing on grass,Rotation+GaussianBlur,BLIP-2,A bear is eating grass,Other/Irrelevant Description
67fe615a77792fc76b6147b9,/root/fiftyone/coco-2017/validation/data/000000165500.jpg,bears grazing on grass,Rotation+GaussianBlur,LLaVA,"The image features a group of three brown bears in a grassy field. They are standing close to each other, possibly enjoying the outdoors together. The bears are spread out across the field, with one on the left side,",Other/Irrelevant Description
67fe615a77792fc76b6147b3,/root/fiftyone/coco-2017/validation/data/000000410510.jpg,a man playing tennis on a tennis court,Rotation+GaussianBlur,BLIP-2,A tennis player is about to hit a tennis ball,Other/Irrelevant Description
67fe615a77792fc76b6147b3,/root/fiftyone/coco-2017/validation/data/000000410510.jpg,a man playing tennis on a tennis court,Rotation+GaussianBlur,LLaVA,"The image captures a tennis player in action, swinging a tennis racket to hit a tennis ball. The player is focused on the ball, which is in the air, and is preparing to make contact with the racket. The scene",Other/Irrelevant Description
67fe615a77792fc76b6147a9,/root/fiftyone/coco-2017/validation/data/000000144300.jpg,a motorcycle,Rotation+GaussianBlur,BLIP-2,A motorcycle parked in a parking lot,Other/Irrelevant Description
67fe615a77792fc76b6147a9,/root/fiftyone/coco-2017/validation/data/000000144300.jpg,a motorcycle,Rotation+GaussianBlur,LLaVA,"The image features a red and white motorcycle parked in a parking lot. The motorcycle is prominently displayed in the foreground, occupying a significant portion of the scene.

In the background, there is a white tra",Other/Irrelevant Description
67fe615a77792fc76b6147a4,/root/fiftyone/coco-2017/validation/data/000000493799.jpg,a plate of food,Rotation+GaussianBlur,BLIP-2,A plate of food,Ignored Perturbation
67fe615a77792fc76b6147a4,/root/fiftyone/coco-2017/validation/data/000000493799.jpg,a plate of food,Rotation+GaussianBlur,LLaVA,"The image features a dining table with a white plate filled with a variety of food items. The plate contains a mix of vegetables, including several carrots, and a meat dish. The carrots are scattered across the plate,",Other/Irrelevant Description
67fe615a77792fc76b61491d,/root/fiftyone/coco-2017/validation/data/000000157098.jpg,two giraffes in a field,Rotation+GaussianBlur,BLIP-2,The giraffe is standing on the grass,Other/Irrelevant Description
67fe615a77792fc76b61491d,/root/fiftyone/coco-2017/validation/data/000000157098.jpg,two giraffes in a field,Rotation+GaussianBlur,LLaVA,"The image features two giraffes standing next to each other in a grassy field. They are positioned close to a forest, creating a picturesque scene. The giraffes are facing each other, possibly engaging in a social",Other/Irrelevant Description
67fe615a77792fc76b61490d,/root/fiftyone/coco-2017/validation/data/000000540414.jpg,a street market,Rotation+GaussianBlur,BLIP-2,A group of people sitting on the ground in front of a market,Other/Irrelevant Description
67fe615a77792fc76b61490d,/root/fiftyone/coco-2017/validation/data/000000540414.jpg,a street market,Rotation+GaussianBlur,LLaVA,"The image depicts a lively outdoor market scene with a group of people gathered around a dining table. The people are sitting and standing, engaging in conversation and enjoying the atmosphere. There are several individuals in the scene, with",Other/Irrelevant Description
67fe615b77792fc76b6149c1,/root/fiftyone/coco-2017/validation/data/000000234660.jpg,a train,Rotation+GaussianBlur,BLIP-2,two bullet trains,Other/Irrelevant Description
67fe615b77792fc76b6149c1,/root/fiftyone/coco-2017/validation/data/000000234660.jpg,a train,Rotation+GaussianBlur,LLaVA,"The image features two white passenger trains parked side by side on a train track. The trains are positioned close to each other, with one train slightly ahead of the other. The scene appears to be captured from a train window, providing a unique",Other/Irrelevant Description
67fe615b77792fc76b6149ec,/root/fiftyone/coco-2017/validation/data/000000578922.jpg,a bathroom,Rotation+GaussianBlur,BLIP-2,A vase of red flowers,Other/Irrelevant Description
67fe615b77792fc76b6149ec,/root/fiftyone/coco-2017/validation/data/000000578922.jpg,a bathroom,Rotation+GaussianBlur,LLaVA,"The image features a vase filled with red and orange flowers, placed on a table. The vase is positioned in the center of the scene, surrounded by a few other vases. The flowers in the vase are beautifully arranged,",Other/Irrelevant Description
67fe615a77792fc76b6147af,/root/fiftyone/coco-2017/validation/data/000000474039.jpg,a baby,Rotation+GaussianBlur,BLIP-2,A baby is holding a teddy bear,Other/Irrelevant Description
67fe615a77792fc76b6147af,/root/fiftyone/coco-2017/validation/data/000000474039.jpg,a baby,Rotation+GaussianBlur,LLaVA,"The image features a baby girl sitting on a bed, surrounded by stuffed animals. She is holding a teddy bear in her hands, and there are two other teddy bears nearby. One teddy bear is placed on the left side of",Other/Irrelevant Description
67fe615a77792fc76b6147b2,/root/fiftyone/coco-2017/validation/data/000000531707.jpg,three people sitting on a bench,Rotation+GaussianBlur,BLIP-2,A group of people sitting on a bench overlooking the ocean,Ignored Perturbation
67fe615a77792fc76b6147b2,/root/fiftyone/coco-2017/validation/data/000000531707.jpg,three people sitting on a bench,Rotation+GaussianBlur,LLaVA,"The image features three older people sitting on a bench, enjoying each other's company. They are all wearing hats, which adds a touch of style to the scene. The bench is located near the water, providing a ser",Other/Irrelevant Description
67fe615a77792fc76b61491c,/root/fiftyone/coco-2017/validation/data/000000472046.jpg,a kitchen and living room with a view of the ocean,Rotation+GaussianBlur,BLIP-2,A kitchen and living room with a view of the ocean,Ignored Perturbation
67fe615a77792fc76b61491c,/root/fiftyone/coco-2017/validation/data/000000472046.jpg,a kitchen and living room with a view of the ocean,Rotation+GaussianBlur,LLaVA,"The image showcases a large, well-lit kitchen with a modern design. The kitchen features a center island with a stove top oven, a sink, and a dining table with chairs surrounding it. The dining table is ad",Other/Irrelevant Description
67fe615b77792fc76b6149ba,/root/fiftyone/coco-2017/validation/data/000000323828.jpg,a train on the tracks,Rotation+GaussianBlur,BLIP-2,a train on the tracks,Ignored Perturbation
67fe615b77792fc76b6149ba,/root/fiftyone/coco-2017/validation/data/000000323828.jpg,a train on the tracks,Rotation+GaussianBlur,LLaVA,"The image features a train traveling down the tracks, with a total of 11 cars visible. The train is moving along the railroad tracks, and the cars are arranged in a line. The train appears to be a freight train,",Ignored Perturbation
67fe615a77792fc76b6147a5,/root/fiftyone/coco-2017/validation/data/000000462728.jpg,a surfer riding a wave,Rotation+GaussianBlur,BLIP-2,A surfer is riding a wave,Ignored Perturbation
67fe615a77792fc76b6147a5,/root/fiftyone/coco-2017/validation/data/000000462728.jpg,a surfer riding a wave,Rotation+GaussianBlur,LLaVA,"The image captures a man and his dog enjoying a surfing session together. The man is riding a surfboard in the ocean, while his dog is swimming nearby. The dog appears to be having a great time in the",Other/Irrelevant Description
67fe615a77792fc76b614908,/root/fiftyone/coco-2017/validation/data/000000507797.jpg,a group of people boarding a bus,Rotation+GaussianBlur,BLIP-2,a group of people standing in front of a bus,Ignored Perturbation
67fe615a77792fc76b614908,/root/fiftyone/coco-2017/validation/data/000000507797.jpg,a group of people boarding a bus,Rotation+GaussianBlur,LLaVA,"The image features a group of people standing outside of a bus stop. There are at least 12 people in the scene, some of them waiting for the bus while others are engaged in conversation. The bus stop is located near a parking lot",Other/Irrelevant Description
67fe615b77792fc76b6149c2,/root/fiftyone/coco-2017/validation/data/000000568710.jpg,a living room with a fireplace and a couch,Rotation+GaussianBlur,BLIP-2,"A living room with a fireplace, a couch, a rug, and a table",Ignored Perturbation
67fe615b77792fc76b6149c2,/root/fiftyone/coco-2017/validation/data/000000568710.jpg,a living room with a fireplace and a couch,Rotation+GaussianBlur,LLaVA,"The image features a cozy living room with a fireplace as the focal point. The room is furnished with a couch, a chair, and a dining table. A potted plant is placed near the couch, adding a",Other/Irrelevant Description
67fe615a77792fc76b614917,/root/fiftyone/coco-2017/validation/data/000000396205.jpg,two cows in a field,Rotation+GaussianBlur,BLIP-2,Two cows grazing in a field,Ignored Perturbation
67fe615a77792fc76b614917,/root/fiftyone/coco-2017/validation/data/000000396205.jpg,two cows in a field,Rotation+GaussianBlur,LLaVA,"The image features two brown cows grazing in a lush green field. The cows are positioned close to each other, with one cow slightly to the left of the other. The field is surrounded by a forest, creating a serene",Other/Irrelevant Description
67fe615b77792fc76b6149b9,/root/fiftyone/coco-2017/validation/data/000000464251.jpg,a bird sitting on a railing,Rotation+GaussianBlur,BLIP-2,A cardinal is perched on a fence post in a wooded area,Other/Irrelevant Description
67fe615b77792fc76b6149b9,/root/fiftyone/coco-2017/validation/data/000000464251.jpg,a bird sitting on a railing,Rotation+GaussianBlur,LLaVA,"The image features a red bird perched on a wooden fence. The bird is sitting on the fence, possibly enjoying the view or looking for food. The scene is set in a garden, with a potted plant nearby. The bird",Other/Irrelevant Description
67fe615b77792fc76b6149c0,/root/fiftyone/coco-2017/validation/data/000000365208.jpg,a wedding on the beach with a bird cage,Rotation+GaussianBlur,BLIP-2,a wedding ceremony on the beach,Other/Irrelevant Description
67fe615b77792fc76b6149c0,/root/fiftyone/coco-2017/validation/data/000000365208.jpg,a wedding on the beach with a bird cage,Rotation+GaussianBlur,LLaVA,"The image features a person sitting at a dining table, which is set up in a desert-like environment. The table is adorned with a white tablecloth and a cake on it. The person is sitting under a large um",Other/Irrelevant Description
67fe615a77792fc76b614900,/root/fiftyone/coco-2017/validation/data/000000374052.jpg,a man sitting on a bench with pigeons around him,Rotation+GaussianBlur,BLIP-2,A man sitting on a bench in front of a group of pigeons,Ignored Perturbation
67fe615a77792fc76b614900,/root/fiftyone/coco-2017/validation/data/000000374052.jpg,a man sitting on a bench with pigeons around him,Rotation+GaussianBlur,LLaVA,"The image features a man sitting on a park bench, surrounded by a flock of pigeons. There are at least 13 birds in the scene, with some perched on the bench and others scattered around the area. The",Other/Irrelevant Description
67fe615b77792fc76b6149bb,/root/fiftyone/coco-2017/validation/data/000000485895.jpg,a giraffe,Rotation+GaussianBlur,BLIP-2,A giraffe standing in a field,Other/Irrelevant Description
67fe615b77792fc76b6149bb,/root/fiftyone/coco-2017/validation/data/000000485895.jpg,a giraffe,Rotation+GaussianBlur,LLaVA,"The image features a giraffe standing in a grassy field, surrounded by a lush green landscape. The giraffe is positioned towards the right side of the image, with its head slightly lowered. The field is filled with green",Other/Irrelevant Description
67fe615a77792fc76b614920,/root/fiftyone/coco-2017/validation/data/000000267191.jpg,a man riding an elephant,Rotation+GaussianBlur,BLIP-2,A man is riding an elephant,Ignored Perturbation
67fe615a77792fc76b614920,/root/fiftyone/coco-2017/validation/data/000000267191.jpg,a man riding an elephant,Rotation+GaussianBlur,LLaVA,"The image features a group of elephants standing together in a forest. There are three elephants in total, with one of them having its trunk in its mouth. The elephants are positioned close to each other, creating a",Other/Irrelevant Description
67fe615b77792fc76b6149b3,/root/fiftyone/coco-2017/validation/data/000000102644.jpg,a bathroom with a toilet and a shower,Rotation+GaussianBlur,BLIP-2,"A bathroom with a toilet, a shower, and a bathtub",Ignored Perturbation
67fe615b77792fc76b6149b3,/root/fiftyone/coco-2017/validation/data/000000102644.jpg,a bathroom with a toilet and a shower,Rotation+GaussianBlur,LLaVA,"The image features a bathroom with a white toilet situated in the middle of the room. The toilet is surrounded by a tiled floor, and there is a window above it. The bathroom appears to be well-lit,",Other/Irrelevant Description
67fe615b77792fc76b6149b1,/root/fiftyone/coco-2017/validation/data/000000431693.jpg,a man playing tennis,Rotation+GaussianBlur,BLIP-2,a man in blue shirt and white shorts is about to hit a tennis ball,Other/Irrelevant Description
67fe615b77792fc76b6149b1,/root/fiftyone/coco-2017/validation/data/000000431693.jpg,a man playing tennis,Rotation+GaussianBlur,LLaVA,"The image features a man playing tennis on a court. He is in the middle of a swing, holding a tennis racket and preparing to hit the ball. The tennis ball is in the air, close to the man's racket.",Other/Irrelevant Description
67fe615a77792fc76b614910,/root/fiftyone/coco-2017/validation/data/000000413689.jpg,two people standing on a street corner,Rotation+GaussianBlur,BLIP-2,A couple of people standing on a street corner with umbrellas,Ignored Perturbation
67fe615a77792fc76b614910,/root/fiftyone/coco-2017/validation/data/000000413689.jpg,two people standing on a street corner,Rotation+GaussianBlur,LLaVA,"The image depicts a busy city street with several people walking around. Two women are standing on the sidewalk, holding umbrellas to protect themselves from the elements. One of the women is wearing a blue shirt.",Other/Irrelevant Description
67fe615b77792fc76b6149c3,/root/fiftyone/coco-2017/validation/data/000000206025.jpg,a man in a suit and tie,Rotation+GaussianBlur,BLIP-2,a man in a suit and tie standing in front of palm trees,Ignored Perturbation
67fe615b77792fc76b6149c3,/root/fiftyone/coco-2017/validation/data/000000206025.jpg,a man in a suit and tie,Rotation+GaussianBlur,LLaVA,"The image features a man wearing a suit and tie, standing in front of a palm tree. He is smiling and appears to be enjoying his time. The man is the main focus of the scene, and he is positioned in",Other/Irrelevant Description
67fe615a77792fc76b614922,/root/fiftyone/coco-2017/validation/data/000000148739.jpg,a surfer riding a wave,Rotation+GaussianBlur,BLIP-2,A surfer riding a wave,Ignored Perturbation
67fe615a77792fc76b614922,/root/fiftyone/coco-2017/validation/data/000000148739.jpg,a surfer riding a wave,Rotation+GaussianBlur,LLaVA,"The image captures a person skillfully riding a wave on a surfboard. The surfer is positioned in the center of the scene, with the surfboard beneath them. The wave is large and powerful, providing an exciting",Other/Irrelevant Description
