sample_id,filepath,clean_caption,misleading_caption,original_word,misleading_word,model,raw_output,answer_part,category
300913,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000300913.jpg,a cat,a dog,cat,dog,LLaVA,"No, this is not a dog. It is a cat.","No, this is not a dog. It is a cat.",Correct Rejection
410650,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000410650.jpg,a tennis player on a court,a tennis player under a court,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
410650,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000410650.jpg,a tennis player on a court,a tennis player under a court,on,under,LLaVA,"Yes, the image shows a tennis player on a tennis court, holding a tennis racket and preparing to serve the ball.","Yes, the image shows a tennis player on a tennis court, holding a tennis racket and preparing to serve the ball.",Implicit Rejection
460683,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000460683.jpg,a man wearing a tie,a man wearing a scarf,tie,scarf,BLIP-2,Yes,Yes,Confusion/Irrelevance
460683,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000460683.jpg,a man wearing a tie,a man wearing a scarf,tie,scarf,LLaVA,"No, this is a man wearing a tie with religious text on it.","No, this is a man wearing a tie with religious text on it.",Correct Rejection
529966,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000529966.jpg,a bowl of oranges,a plate of oranges,bowl,plate,BLIP-2,Yes,Yes,Confusion/Irrelevance
529966,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000529966.jpg,a bowl of oranges,a plate of oranges,bowl,plate,LLaVA,"Yes, this is a plate of oranges.","Yes, this is a plate of oranges.",Agreement with Falsehood
306893,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000306893.jpg,a train station,a bus station,train,bus,BLIP-2,Yes,Yes,Confusion/Irrelevance
306893,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000306893.jpg,a train station,a bus station,train,bus,LLaVA,"Yes, this is a bus station, as indicated by the presence of multiple buses and the bus stop sign.","Yes, this is a bus station, as indicated by the presence of multiple buses and the bus stop sign.",Agreement with Falsehood
135561,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000135561.jpg,a kitchen with a refrigerator and microwave,a kitchen with a freezer and microwave,refrigerator,freezer,BLIP-2,Yes,Yes,Confusion/Irrelevance
135561,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000135561.jpg,a kitchen with a refrigerator and microwave,a kitchen with a freezer and microwave,refrigerator,freezer,LLaVA,"Yes, this is a kitchen with a freezer and a microwave. The image also shows a refrigerator and a dishwasher.","Yes, this is a kitchen with a freezer and a microwave. The image also shows a refrigerator and a dishwasher.",Agreement with Falsehood
441247,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000441247.jpg,a room with red circles around it,a room with blue circles around it,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
441247,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000441247.jpg,a room with red circles around it,a room with blue circles around it,red,blue,LLaVA,"Yes, the image shows a room with blue circles around it, which indicates that the room is being photographed or measured for some purpose.","Yes, the image shows a room with blue circles around it, which indicates that the room is being photographed or measured for some purpose.",Agreement with Falsehood
42528,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000042528.jpg,a person holding a cell phone and a person sitting on a chair,a person holding a cell phone and a person sitting under a chair,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
42528,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000042528.jpg,a person holding a cell phone and a person sitting on a chair,a person holding a cell phone and a person sitting under a chair,on,under,LLaVA,"Yes, the image shows a person holding a cell phone and a person sitting under a chair. The person holding the cell phone is also wearing blue shoes.","Yes, the image shows a person holding a cell phone and a person sitting under a chair. The person holding the cell phone is also wearing blue shoes.",Agreement with Falsehood
68833,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000068833.jpg,a kitchen with a bar stool and a sink,a kitchen with a bar stool and a basin,sink,basin,BLIP-2,Yes,Yes,Confusion/Irrelevance
68833,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000068833.jpg,a kitchen with a bar stool and a sink,a kitchen with a bar stool and a basin,sink,basin,LLaVA,"Yes, this is a kitchen with a bar stool and a basin. The kitchen also features a dining table, a sink, and a refrigerator.","Yes, this is a kitchen with a bar stool and a basin. The kitchen also features a dining table, a sink, and a refrigerator.",Agreement with Falsehood
155145,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000155145.jpg,a boat on a river with red circles around it,a airplane on a river with red circles around it,boat,airplane,BLIP-2,Yes,Yes,Confusion/Irrelevance
155145,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000155145.jpg,a boat on a river with red circles around it,a airplane on a river with red circles around it,boat,airplane,LLaVA,"No, this is not an airplane on a river with red circles around it. The image shows two boats on a body of water, with a person standing in one of the boats. The scene is set on a river, and there are no","No, this is not an airplane on a river with red circles around it. The image shows two boats on a body of water, with a person standing in one of the boats. The scene is set on a river, and there are no",Correct Rejection
532071,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000532071.jpg,a bear in a field with a red circle around it,a bear in a field with a blue circle around it,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
532071,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000532071.jpg,a bear in a field with a red circle around it,a bear in a field with a blue circle around it,red,blue,LLaVA,"Yes, the image shows a bear in a field with a blue circle around it, indicating that it is a protected area.","Yes, the image shows a bear in a field with a blue circle around it, indicating that it is a protected area.",Agreement with Falsehood
50896,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000050896.jpg,oranges in a bowl,oranges in a plate,bowl,plate,BLIP-2,Yes,Yes,Confusion/Irrelevance
50896,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000050896.jpg,oranges in a bowl,oranges in a plate,bowl,plate,LLaVA,"Yes, the image shows a plate filled with oranges.","Yes, the image shows a plate filled with oranges.",Agreement with Falsehood
255483,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000255483.jpg,a man sitting at a desk with papers and a pen,a man lying at a desk with papers and a pen,sitting,lying,BLIP-2,Yes,Yes,Confusion/Irrelevance
255483,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000255483.jpg,a man sitting at a desk with papers and a pen,a man lying at a desk with papers and a pen,sitting,lying,LLaVA,"Yes, the image shows a man lying at a desk with papers and a pen.","Yes, the image shows a man lying at a desk with papers and a pen.",Agreement with Falsehood
246436,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000246436.jpg,a man cutting a pizza,a woman cutting a pizza,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
246436,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000246436.jpg,a man cutting a pizza,a woman cutting a pizza,man,woman,LLaVA,"No, this is a man cutting a pizza.","No, this is a man cutting a pizza.",Correct Rejection
134882,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000134882.jpg,a bed with a book shelf and a laptop,a bed with a sand shelf and a laptop,book,sand,BLIP-2,Yes,Yes,Confusion/Irrelevance
134882,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000134882.jpg,a bed with a book shelf and a laptop,a bed with a sand shelf and a laptop,book,sand,LLaVA,"Yes, the image shows a bed with a sand shelf and a laptop on it. The bed is also covered with a plaid blanket, and there are several books scattered around the room.","Yes, the image shows a bed with a sand shelf and a laptop on it. The bed is also covered with a plaid blanket, and there are several books scattered around the room.",Agreement with Falsehood
360325,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000360325.jpg,a herd of sheep with red squares around them,a herd of sheep with blue squares around them,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
360325,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000360325.jpg,a herd of sheep with red squares around them,a herd of sheep with blue squares around them,red,blue,LLaVA,"Yes, this is a herd of sheep with blue squares around them. The blue squares are likely used to indicate ownership or to help identify individual sheep within the herd.","Yes, this is a herd of sheep with blue squares around them. The blue squares are likely used to indicate ownership or to help identify individual sheep within the herd.",Agreement with Falsehood
489611,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000489611.jpg,a child playing a video game,a adult playing a video game,child,adult,BLIP-2,Yes,Yes,Confusion/Irrelevance
489611,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000489611.jpg,a child playing a video game,a adult playing a video game,child,adult,LLaVA,"No, this is a young boy playing a video game.","No, this is a young boy playing a video game.",Correct Rejection
6723,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000006723.jpg,a street with red and green arrows on it,a street with red and green arrows under it,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
6723,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000006723.jpg,a street with red and green arrows on it,a street with red and green arrows under it,on,under,LLaVA,"Yes, the image shows a street with red and green arrows under it, indicating the direction of traffic flow.","Yes, the image shows a street with red and green arrows under it, indicating the direction of traffic flow.",Agreement with Falsehood
334521,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000334521.jpg,a giraffe and a bird in a zoo,a giraffe and a fish in a zoo,bird,fish,BLIP-2,Yes,Yes,Confusion/Irrelevance
334521,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000334521.jpg,a giraffe and a bird in a zoo,a giraffe and a fish in a zoo,bird,fish,LLaVA,"No, this is not a giraffe and a fish in a zoo. The image shows two giraffes standing next to each other in a zoo enclosure.","No, this is not a giraffe and a fish in a zoo. The image shows two giraffes standing next to each other in a zoo enclosure.",Correct Rejection
306700,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000306700.jpg,a woman holding a pizza,a woman holding a calzone,pizza,calzone,BLIP-2,Yes,Yes,Confusion/Irrelevance
306700,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000306700.jpg,a woman holding a pizza,a woman holding a calzone,pizza,calzone,LLaVA,"No, this is a woman holding a pizza.","No, this is a woman holding a pizza.",Correct Rejection
256195,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000256195.jpg,a train,a bus,train,bus,BLIP-2,"No, it's a train","No, it's a train",Correct Rejection
256195,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000256195.jpg,a train,a bus,train,bus,LLaVA,"No, this is not a bus. It is a train, specifically a red and yellow train car, sitting on the tracks.","No, this is not a bus. It is a train, specifically a red and yellow train car, sitting on the tracks.",Correct Rejection
180560,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000180560.jpg,a woman with a birthday cake,a man with a birthday cake,woman,man,BLIP-2,"No, it's a woman with a birthday cake","No, it's a woman with a birthday cake",Correct Rejection
180560,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000180560.jpg,a woman with a birthday cake,a man with a birthday cake,woman,man,LLaVA,"No, this is not a man with a birthday cake. It is a woman holding a birthday cake.","No, this is not a man with a birthday cake. It is a woman holding a birthday cake.",Correct Rejection
466125,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000466125.jpg,a little girl holding an umbrella,a little girl holding an raincoat,umbrella,raincoat,BLIP-2,Yes,Yes,Confusion/Irrelevance
466125,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000466125.jpg,a little girl holding an umbrella,a little girl holding an raincoat,umbrella,raincoat,LLaVA,"Yes, the image shows a little girl holding a raincoat.","Yes, the image shows a little girl holding a raincoat.",Agreement with Falsehood
51610,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000051610.jpg,a baby sitting in front of a laptop,a baby lying in front of a laptop,sitting,lying,BLIP-2,Yes,Yes,Confusion/Irrelevance
51610,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000051610.jpg,a baby sitting in front of a laptop,a baby lying in front of a laptop,sitting,lying,LLaVA,"Yes, this is a baby lying in front of a laptop.","Yes, this is a baby lying in front of a laptop.",Agreement with Falsehood
496722,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000496722.jpg,a red post box,a blue post box,red,blue,BLIP-2,"No, it is a red post box","No, it is a red post box",Correct Rejection
496722,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000496722.jpg,a red post box,a blue post box,red,blue,LLaVA,"No, this is a red post box.","No, this is a red post box.",Correct Rejection
97022,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000097022.jpg,a kitchen with a microwave and a dishwasher,a kitchen with a toaster oven and a dishwasher,microwave,toaster oven,BLIP-2,Yes,Yes,Confusion/Irrelevance
97022,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000097022.jpg,a kitchen with a microwave and a dishwasher,a kitchen with a toaster oven and a dishwasher,microwave,toaster oven,LLaVA,"Yes, this is a kitchen with a toaster oven and a dishwasher. The image also shows a sink, a stove, and a refrigerator.","Yes, this is a kitchen with a toaster oven and a dishwasher. The image also shows a sink, a stove, and a refrigerator.",Agreement with Falsehood
458223,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000458223.jpg,a man and a woman walking on a pier,a woman and a woman walking on a pier,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
458223,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000458223.jpg,a man and a woman walking on a pier,a woman and a woman walking on a pier,man,woman,LLaVA,"No, this is not a woman and a woman walking on a pier. It is a man and a woman walking on a pier.","No, this is not a woman and a woman walking on a pier. It is a man and a woman walking on a pier.",Correct Rejection
313130,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000313130.jpg,a refrigerator and microwave in a kitchen,a refrigerator and toaster oven in a kitchen,microwave,toaster oven,BLIP-2,Yes,Yes,Confusion/Irrelevance
313130,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000313130.jpg,a refrigerator and microwave in a kitchen,a refrigerator and toaster oven in a kitchen,microwave,toaster oven,LLaVA,"Yes, this is a refrigerator and a toaster oven in a kitchen. The refrigerator is placed next to the toaster oven, and they are both in the kitchen.","Yes, this is a refrigerator and a toaster oven in a kitchen. The refrigerator is placed next to the toaster oven, and they are both in the kitchen.",Agreement with Falsehood
479126,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000479126.jpg,a woman sitting outside with a laptop,a woman sitting inside with a laptop,outside,inside,BLIP-2,Yes,Yes,Confusion/Irrelevance
479126,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000479126.jpg,a woman sitting outside with a laptop,a woman sitting inside with a laptop,outside,inside,LLaVA,"Yes, this is a woman sitting inside with a laptop.","Yes, this is a woman sitting inside with a laptop.",Agreement with Falsehood
74092,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000074092.jpg,a woman playing tennis,a man playing tennis,woman,man,BLIP-2,"No, this is a woman playing tennis","No, this is a woman playing tennis",Correct Rejection
74092,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000074092.jpg,a woman playing tennis,a man playing tennis,woman,man,LLaVA,"No, this is a woman playing tennis.","No, this is a woman playing tennis.",Correct Rejection
223789,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000223789.jpg,a bathroom sink with red roses on the counter,a bathroom basin with red roses on the counter,sink,basin,BLIP-2,Yes,Yes,Confusion/Irrelevance
223789,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000223789.jpg,a bathroom sink with red roses on the counter,a bathroom basin with red roses on the counter,sink,basin,LLaVA,"Yes, this is a bathroom basin with red roses on the counter.","Yes, this is a bathroom basin with red roses on the counter.",Agreement with Falsehood
399764,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000399764.jpg,a man holding a cow,a woman holding a cow,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
399764,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000399764.jpg,a man holding a cow,a woman holding a cow,man,woman,LLaVA,"No, this is not a woman holding a cow. The image shows a man holding a cow, with the cow wearing a harness.","No, this is not a woman holding a cow. The image shows a man holding a cow, with the cow wearing a harness.",Correct Rejection
378454,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000378454.jpg,a man jumping into the air,a woman jumping into the air,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
378454,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000378454.jpg,a man jumping into the air,a woman jumping into the air,man,woman,LLaVA,"No, this is not a woman jumping into the air. It is a man jumping into the air while playing with a frisbee on the beach.","No, this is not a woman jumping into the air. It is a man jumping into the air while playing with a frisbee on the beach.",Correct Rejection
167572,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000167572.jpg,a sandwich on a plate,a wrap on a plate,sandwich,wrap,BLIP-2,Yes,Yes,Confusion/Irrelevance
167572,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000167572.jpg,a sandwich on a plate,a wrap on a plate,sandwich,wrap,LLaVA,"Yes, the image shows a wrap on a plate, which is a type of sandwich.","Yes, the image shows a wrap on a plate, which is a type of sandwich.",Agreement with Falsehood
128476,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000128476.jpg,a cake,a pie,cake,pie,BLIP-2,Yes,Yes,Confusion/Irrelevance
128476,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000128476.jpg,a cake,a pie,cake,pie,LLaVA,"No, this is not a pie. It is a cake with frosting and decorations on it.","No, this is not a pie. It is a cake with frosting and decorations on it.",Correct Rejection
440475,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000440475.jpg,a living room with a tv and furniture,a living room with a monitor and furniture,tv,monitor,BLIP-2,Yes,Yes,Confusion/Irrelevance
440475,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000440475.jpg,a living room with a tv and furniture,a living room with a monitor and furniture,tv,monitor,LLaVA,"Yes, this is a living room with a monitor and various pieces of furniture, such as a couch, a chair, and a dining table.","Yes, this is a living room with a monitor and various pieces of furniture, such as a couch, a chair, and a dining table.",Agreement with Falsehood
28285,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000028285.jpg,a clock tower with a blue sky,a timer tower with a blue sky,clock,timer,BLIP-2,Yes,Yes,Confusion/Irrelevance
28285,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000028285.jpg,a clock tower with a blue sky,a timer tower with a blue sky,clock,timer,LLaVA,"Yes, the image shows a timer tower with a blue sky in the background. The tower has a clock on it, and it is situated under a large structure.","Yes, the image shows a timer tower with a blue sky in the background. The tower has a clock on it, and it is situated under a large structure.",Agreement with Falsehood
449406,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000449406.jpg,a zebra standing in a field,a giraffe standing in a field,zebra,giraffe,BLIP-2,Yes,Yes,Confusion/Irrelevance
449406,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000449406.jpg,a zebra standing in a field,a giraffe standing in a field,zebra,giraffe,LLaVA,"No, this is not a giraffe standing in a field. It is a zebra standing in a field.","No, this is not a giraffe standing in a field. It is a zebra standing in a field.",Correct Rejection
468332,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000468332.jpg,a man and a child with a red box around them,a woman and a child with a red box around them,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
468332,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000468332.jpg,a man and a child with a red box around them,a woman and a child with a red box around them,man,woman,LLaVA,"Yes, the image shows a woman and a child with a red box around them. The woman is holding the child, and they are surrounded by a red box.","Yes, the image shows a woman and a child with a red box around them. The woman is holding the child, and they are surrounded by a red box.",Agreement with Falsehood
580294,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000580294.jpg,a woman cooking in a kitchen,a man cooking in a kitchen,woman,man,BLIP-2,Yes,Yes,Confusion/Irrelevance
580294,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000580294.jpg,a woman cooking in a kitchen,a man cooking in a kitchen,woman,man,LLaVA,"No, this is not a man cooking in a kitchen. It is a woman cooking in a kitchen.","No, this is not a man cooking in a kitchen. It is a woman cooking in a kitchen.",Correct Rejection
225184,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000225184.jpg,a dog and sheep in a field,a dog and goat in a field,sheep,goat,BLIP-2,Yes,Yes,Confusion/Irrelevance
225184,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000225184.jpg,a dog and sheep in a field,a dog and goat in a field,sheep,goat,LLaVA,"Yes, this is a dog and a goat in a field. The dog is standing in the grass, and the goat is standing next to it.","Yes, this is a dog and a goat in a field. The dog is standing in the grass, and the goat is standing next to it.",Agreement with Falsehood
226171,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000226171.jpg,"a desk with a computer, mouse, and a cup","a desk with a computer, mouse, and a vase",cup,vase,BLIP-2,Yes,Yes,Confusion/Irrelevance
226171,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000226171.jpg,"a desk with a computer, mouse, and a cup","a desk with a computer, mouse, and a vase",cup,vase,LLaVA,"Yes, this is a desk with a computer, a mouse, and a vase. The computer is a laptop, and the mouse is a wireless one. The desk also has a monitor and a keyboard, making it a complete workstation","Yes, this is a desk with a computer, a mouse, and a vase. The computer is a laptop, and the mouse is a wireless one. The desk also has a monitor and a keyboard, making it a complete workstation",Agreement with Falsehood
396526,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000396526.jpg,a room with a table and chairs in it,a room with a rock and chairs in it,table,rock,BLIP-2,Yes,Yes,Confusion/Irrelevance
396526,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000396526.jpg,a room with a table and chairs in it,a room with a rock and chairs in it,table,rock,LLaVA,"Yes, the image shows a room with a rock and chairs in it.","Yes, the image shows a room with a rock and chairs in it.",Agreement with Falsehood
482436,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000482436.jpg,a man standing in front of a store,a man standing in back of a store,front,back,BLIP-2,Yes,Yes,Confusion/Irrelevance
482436,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000482436.jpg,a man standing in front of a store,a man standing in back of a store,front,back,LLaVA,"Yes, the image shows a man standing in the back of a store.","Yes, the image shows a man standing in the back of a store.",Agreement with Falsehood
363666,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000363666.jpg,a group of people eating at a table,a group of people eating at a rock,table,rock,BLIP-2,Yes,Yes,Confusion/Irrelevance
363666,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000363666.jpg,a group of people eating at a table,a group of people eating at a rock,table,rock,LLaVA,"No, this is not a group of people eating at a rock. The image shows a group of people sitting at a dining table, enjoying a meal together.","No, this is not a group of people eating at a rock. The image shows a group of people sitting at a dining table, enjoying a meal together.",Correct Rejection
61471,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000061471.jpg,a dog sniffing a toilet in a bathroom,a cat sniffing a toilet in a bathroom,dog,cat,BLIP-2,Yes,Yes,Confusion/Irrelevance
61471,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000061471.jpg,a dog sniffing a toilet in a bathroom,a cat sniffing a toilet in a bathroom,dog,cat,LLaVA,"No, this is not a cat sniffing a toilet in a bathroom. The image shows a dog sniffing a toilet in a bathroom.","No, this is not a cat sniffing a toilet in a bathroom. The image shows a dog sniffing a toilet in a bathroom.",Correct Rejection
401862,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000401862.jpg,a group of people standing in line to get food,a group of people sitting in line to get food,standing,sitting,BLIP-2,Yes,Yes,Confusion/Irrelevance
401862,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000401862.jpg,a group of people standing in line to get food,a group of people sitting in line to get food,standing,sitting,LLaVA,"No, this is not a group of people sitting in line to get food. Instead, it is a group of people standing around a food truck, with some of them possibly waiting to be served. The image shows a man standing in front of","No, this is not a group of people sitting in line to get food. Instead, it is a group of people standing around a food truck, with some of them possibly waiting to be served. The image shows a man standing in front of",Correct Rejection
141597,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000141597.jpg,a van parked next to a car,a van parked next to a truck,car,truck,BLIP-2,Yes,Yes,Confusion/Irrelevance
141597,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000141597.jpg,a van parked next to a car,a van parked next to a truck,car,truck,LLaVA,"Yes, this is a van parked next to a truck.","Yes, this is a van parked next to a truck.",Agreement with Falsehood
235241,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000235241.jpg,a woman throwing a frisbee,a woman throwing a boomerang,frisbee,boomerang,BLIP-2,Yes,Yes,Confusion/Irrelevance
235241,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000235241.jpg,a woman throwing a frisbee,a woman throwing a boomerang,frisbee,boomerang,LLaVA,"No, this is not a woman throwing a boomerang. The image shows a woman catching a frisbee, which is a different activity than throwing a boomerang.","No, this is not a woman throwing a boomerang. The image shows a woman catching a frisbee, which is a different activity than throwing a boomerang.",Correct Rejection
529568,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000529568.jpg,a kitchen with a chandelier and a sink,a kitchen with a chandelier and a basin,sink,basin,BLIP-2,Yes,Yes,Confusion/Irrelevance
529568,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000529568.jpg,a kitchen with a chandelier and a sink,a kitchen with a chandelier and a basin,sink,basin,LLaVA,"Yes, this is a kitchen with a chandelier and a basin. The kitchen also features a sink, a stove, and a counter.","Yes, this is a kitchen with a chandelier and a basin. The kitchen also features a sink, a stove, and a counter.",Agreement with Falsehood
245576,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000245576.jpg,a cat,a dog,cat,dog,BLIP-2,"No, it's a cat","No, it's a cat",Correct Rejection
245576,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000245576.jpg,a cat,a dog,cat,dog,LLaVA,"No, this is not a dog. It is a cat.","No, this is not a dog. It is a cat.",Correct Rejection
125850,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000125850.jpg,a cat sleeping in a bowl,a dog sleeping in a bowl,cat,dog,BLIP-2,"No, it's a cat sleeping in a bowl","No, it's a cat sleeping in a bowl",Correct Rejection
125850,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000125850.jpg,a cat sleeping in a bowl,a dog sleeping in a bowl,cat,dog,LLaVA,"No, this is not a dog sleeping in a bowl. It is a cat sleeping in a bowl.","No, this is not a dog sleeping in a bowl. It is a cat sleeping in a bowl.",Correct Rejection
140840,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000140840.jpg,a kite flying in a field,a drone flying in a field,kite,drone,BLIP-2,Yes,Yes,Confusion/Irrelevance
140840,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000140840.jpg,a kite flying in a field,a drone flying in a field,kite,drone,LLaVA,"No, this is not a drone flying in a field. It is a collection of colorful kites, possibly displayed in a field or an open area. The kites are arranged in a way that they can be easily identified and accessed by","No, this is not a drone flying in a field. It is a collection of colorful kites, possibly displayed in a field or an open area. The kites are arranged in a way that they can be easily identified and accessed by",Correct Rejection
398377,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000398377.jpg,a group of people sitting on a train,a group of people lying on a train,sitting,lying,BLIP-2,Yes,Yes,Confusion/Irrelevance
398377,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000398377.jpg,a group of people sitting on a train,a group of people lying on a train,sitting,lying,LLaVA,"No, this is not a group of people lying on a train. The image shows three women sitting on a train, with a diagram or a graphic representation of the women and their belongings.","No, this is not a group of people lying on a train. The image shows three women sitting on a train, with a diagram or a graphic representation of the women and their belongings.",Correct Rejection
